Title,Link,Press,Description
"조현민 한진 부사장, 4개월만에 초고속 승진 배경은","http://www.mediapen.com/news/view/588658","미디어펜","LG애드에서 첫 사회생활을 시작한 그는 20대 중반부터 대한항공 통합커뮤니케이션실·진에어 마케팅부를 거쳐오며 다소 보수적인 한진그룹 이미지를 젊게... 이 중 함안수박 기프트카드 사업은 농협·경남 함안군과 함께 진행한 것으로 지역 수박 소비 확산을 통한 농가 소득 증대를 목적으로 하는 공유가치창출..."
"기프티스타, 신한은행 쏠(SOL) 앱 통해 2주 만에 10만 명 이용","http://moneys.mt.co.kr/news/mwView.php?no=2020122814418050315","머니S","지난 12월 3일부터 시작된 쏠(SOL) 앱 내 ‘모바일 쿠폰 마켓’은 초기 20대에만 노출하다가 전 연령대로 확대하고 있고, 2주 만에 10만 명이 이용할... 기프티스타 관계자는 “신한은행과 모바일 상품권 관련 다양한 상품 확대를 통해 요즘 같은 불경기에 신한금융 소비자가 더욱 알뜰 재테크족(族) 이 되기를..."
"새해에는 '2021년부터 이렇게 달라집니다..'","http://www.newsfreezone.co.kr/news/articleView.html?idxno=287595","뉴스프리존","분야별로 주요내용을 살펴보면, 먼저 세제·금융의 경우 통합투자세액 공제 신설과 금융소비자보호법 시행, 부가가치세 간이과세 적용확대(4800만원... 청년주거급여분리지급은 부모와 떨어져 사는 수급가구 내 20대 미혼청년에게 별도로 주거급여를 지원하고, 국민취업지원제도는 저소득 구직자, 청년..."
"더피알 인기기사로 본 2020년","http://www.the-pr.co.kr/news/articleView.html?idxno=46211","THE PR","1위 "오 왠지 마이너해!"…'모동숲 주민' 된 20대 이야기 코로나19로 인한 거리두기 초반, 많은 제약 속에서도 답을 찾았습니다. 달고나 커피가 그랬고... 사회적 거리두기로 화상으로 진행한 인터뷰에서 유창조 대한민국 지속가능경영 포럼 이사장(동국대 경영학과 교수)은 "돈만 잘 버는 회사에 대한 소비자..."
"페이코, 올해 소비 트렌드는 '집콕'이 대세","http://www.getnews.co.kr/news/articleView.html?idxno=507380","글로벌경제","연령별 페이코 이용자들 특성에선 전체 회원 중 20대 여성 회원이 가장 많았고, 30대 결제 고객에서는 상대적으로 고액 소비를 하는 남성 이용자가 많은 것으로 분석됐다. 또 50대 이상 회원도 14%에 달해 이용자층도 넓어진 것으로 나타났다. 온라인 결제가 가장 많은 시간대는 일요일 오후 6시로, 주말이..."
"[gift] 2021년 새해, 소중한 마음 전하고 싶다면 청년떡집 황금떡","https://woman.donga.com/3/all/12/2336806/1","여성동아","SNS상에서 입소문을 타고 1만8천 여 소비자 후기 인증을 받을 정도. 모든 떡은 국내산 쌀로 만들며, 영하 36도 이하에서 급속 냉각해 배송하기 때문에... 티라미슈 크림떡은 20대 여성들 사이에 큰 인기를 끈 제품으로 티라미수 케이크의 특징을 살려 만들었다. 은은한 마스카포네 치즈 크림과 커피 맛 찹쌀떡이..."
"[2021 테크체인저]②'자율주행' 곧 온다...내년 우리 생활 바꿀 기술 '1위...","http://www.bloter.net/archives/500021","블로터언론사 선정","이 중 가상현실은 20대(89.2%)와 50대(66.8%) 간의 선택 격차율이 20%포인트 이상으로 나타나 눈길을 끌었다. 이는 아직 시장 초기 단계인 가상현실 콘텐츠 소비와 마케팅이 주로 젊은층을 중심으로 이뤄지고 있는 까닭으로 풀이된다. 전기차와 함께 차세대 친환경 이동수단으로 꼽히는 수소차는 8위에..."
"온라인 장보기·집꾸미기에 지갑 열고…배달앱 쿠폰 찾고","https://view.asiae.co.kr/article/2020123110361669603","아시아경제","집에서 머무르는 시간이 늘어나면서 올해는 온라인 장보기, 스포츠웨어, 홈 인테리어 용품에 지갑을 여는 소비자들이 급증했다. 31일 NHN페이코는연말을... 20대 여성 회원이 가장 많았고, 30대 결제 고객에서는 남성 이용자에서 큰 손 고객이 더 많았다. 50대 이상 회원도 14%에 달해 스마트한 중장년..."
"하니, `달리는 사이` 종영 소감..."소중한 순간 달리자 사랑하자"(전문)","http://star.mk.co.kr/new/view.php?mc=ST&year=2020&no=1338225","매일경제","우리가 소비되지 않고 따듯한 '달리는 사이'의 품 안에서 한 사람으로서 한 인간으로서 마음껏 살아있을 수 있게 해주셔서 감사합니다"라고 진심 어린... Mnet 예능 '달리는 사이'는 K팝을 대표하는 20대 여자 아이돌들이 하나의 러닝크루가 되어 국내의 아름다운 러닝 코스를 찾아 달리는 리얼리티..."
"정지원 손보협회장 “GA도 보험 불완전판매 배상해야”","http://news.heraldcorp.com/view.php?ud=20201231000215","헤럴드경제","소비자의 번거로운 보험금 청구 절차 문제를 해결하기 위한 실손의료보험금의 청구 간소화도 추진할 계획이다. 보험 청구 전산화를 위한 보험업법 개정안은 지난 20대 국회에 이어 21대 국회서도 발의됐지만 의료계 등 반대로 통과되지 못한 상태다. 새로운 보험 상품도 개발하겠다고 전했다. 정 회장은..."
"카카오, e커머스 경쟁력 강화 사활","https://www.ebn.co.kr/news/view/1466176/?sc=Naver","EBN","실제 쓸모없는 선물 카테고리 이용자의 54%가 20대로 집계됐다. 30대와 10대는 18%·14%로 MZ세대의 방문은 86%를 기록했다. 거래액도 출시일 대비 6배 가량... 커머스업계 관계자는 "코로나 장기화는 오히려 e커머스 시장의 가파른 성장세를 몰고 왔다"며 "경쟁도 치열해진 만큼 소비자들의 시선을 이끌 수 있는..."
"갈등·불신 이제 그만… ‘브레이크스루(돌파)’ 정신으로 세계를 잡아...","https://www.dnews.co.kr/uhtml/view.jsp?idxno=202012310955373520480","대한경제","이어령 선생은 20대에문단 원로들의 권위에 도전장을 던진 ‘우상의 파괴’로 문명을 떨친 후 교수, 언론인, 수필가, 칼럼니스트 그리고 장관(초대... 인공지능을 가속화하는 경쟁인 양자컴퓨터에서도 중국, 캐나다 등에 뒤지고 있습니다." ▲정보화 사회, 소비 중심 사회가 되며 문학과 예술이 많이 소외되고..."
"[결정적 한끗]④'중독성 갑' 새우깡에 담긴 마케팅 비법","http://news.bizwatch.co.kr/article/consumer/2020/12/21/0007","비즈니스워치","특히 소비자들의 마음을 사로잡은 제품들의 경우 결정적 한 끗이 있는 경우가 많습니다. 그 절묘한 한 끗 차이로 어떤 제품은 스테디셀러가, 또 어떤... 오래전부터 새우깡을 접해왔던 중장년층뿐만 아니라, 잠재적 장기 고객층인 10대와 20대들도 타깃으로 했습니다. 새우깡은 오래됐지만, 그 맛은 젊은 사람들도..."
"정희수 생보협회장 “보험 가입부터 보험금 청구까지 전면 비대면화 추...","http://news.heraldcorp.com/view.php?ud=20201231000174","헤럴드경제","완화하고, 소비자가 간편하게 보험금을 청구할 수 있도록 하겠다”고 말했다. 보험 청구 전산화를 위한 보험업법 개정안은 지난 20대 국회에 이어 21대 국회서도 발의됐지만 의료계 등 반대로 통과되지 못한 상태다. 고객 신뢰 제고를 위한 ESG 경영도 추진하겠다고 했다. 정 회장은 “생명보험업 내 ESG 경영..."
"유권자 표(票)가 거래되는 선거시장은 시대정신에 따라 큰 차이 보여","http://www.sisafocus.co.kr/news/articleView.html?idxno=253098","시사포커스","지금부터 정치권에서는 소비자(유권자)들이 열광할 수 있는 새로운 신상품을 만들어 내야만 한다. 그런데 명품을 혼자서만 만들어 낼 수는 없다. 한편의... 2021년 4월 7일로 치러질 예정인 서울시장과 부산시장에 대한 보궐선거와 2022년 3월 9일로 예정되어 있는 제20대 대통령선거가 대한민국의 새로운 발전과..."
"AHC, '유스 래스팅 리얼 아이크림 포 페이스' 출시","http://www.newsworks.co.kr/news/articleView.html?idxno=516699","뉴스웍스","'아이크림 포 페이스' 시리즈는 2012년 첫 출시 이후 소비자의 니즈, 뛰어난 성분, 혁신적인 기술 등을 적극 반영해 매년 업그레이드 신제품을 선보이며 꾸준한 인기를 얻고 있다. AHC '유스 래스팅 리얼 아이크림 포 페이스'는 20대 피부 환경에 더 많이 존재하는 바이옴을 원료화한 'AHC 20s 바이옴'을 함유해..."
"소자본창업 '파치비' 창업비용 최소화로 창업자들에게 눈길","http://www.ksilbo.co.kr/news/articleView.html?idxno=783952","경상일보","높은 소비자 만족 등을 강점 삼아 눈에 띄는 성장을 보이고 있는 뜨는프랜차이즈이다. 1인창업아이템에 최적화 된 파스타 창업 '파치비'는 20~30대부터 50대... 관계자는 "파스타창업이 여성창업아이템이나 20대창업, 30대창업으로 추천되고 있지만, 가장 중요한 것은 투자 대비 수익성이다. 이를 위해서는 운영이..."
"전기장판 ‘저온 화상’ 주의보","http://www.knnews.co.kr/news/articleView.php?idxno=1341000","경남신문","화상을 입은 소비자는 여성이 69.3%였다. 연령별로는 20대(24.7%), 30대(19.5%), 만 60세 이상(17.1%) 순이었다. 최근 경남지역 맘 카페에는 ‘전기장판을 사용하다 따갑고 가려워 보니 물집이 생겼다. 가벼운 이불이라도 장판 위에 깔고 사용할 것을 추천한다’, ‘아기는 온수매트를 사용하는 게 훨씬 좋다’는..."
"[대학생 리포트 ISSU 2020] ⑥영상 콘텐츠, 인공지능 추천 서비스의 그림...","http://it.chosun.com/site/data/html_dir/2020/12/31/2020123100496.html","IT조선","10대에서는 99.2%, 20대에서는 98%가 유튜브를 이용하고 있다. 유튜브 역시 인공지능 기반의 사용자 전용 추천 서비스를 제공한다. 그렇기에 사용자는 자신의 성향과 일치하는 단면의 영상만을 자연스럽게 소비한다. 더욱 문제가 되는 것은 이렇게 소비되는 영상이 자극적이고 극단적인 성향의 영상일 가능성이..."
"[대학생 리포트 ISSU 2020] ⑤온라인 네이티브 '쇼핑 트렌드'","http://it.chosun.com/site/data/html_dir/2020/12/31/2020123100490.html","IT조선","‘온라인 네이티브’로 불리는 20대들은 과연 이 디지털 전환을 어떻게 실감하고 있을까. 이를 알아보기 위해 패션에 관심이 높은 대학생 4인을 인터뷰했다. 코로나19 이후 이들의 쇼핑 및 소비 양상에는 어떠한 변화가 생겼는지를 살펴봤다. ◇ 온라인 쇼핑률 증가 인터뷰한 4인 모두 코로나19 이후로 패션..."
"[신년특집] 관광·여행 '발' 묶이고 비대면·온라인 '손' 클릭 활발","http://www.honam.co.kr/detail/c3QycN/637453","무등일보","반면 20대(45.1%)와 50대(42.7%)는 동네마트·편의점을 가장 선호했으며 온라인몰을 선호한다는 비율은 각각 41.5%, 41.0%로 다른 연령대에 비해 상대적으로 낮았다. 이와 관련 소비자리서치 전문연구업체 컨슈머인사이트가 쇼핑 행태를 분석한 결과(2019년 7월~2020년 11월) 온라인 쇼핑 비중은 올해 3월 사회적..."
"[2020 소비자신뢰대상]언택트·이색협업 공들인 기업들…MZ세대 믿음도 ...","https://www.asiatoday.co.kr/view.php?key=20201230010018095","아시아투데이","40·50·60대의 경우 현대백화점보다 롯데백화점을 더 신뢰한 반면, 18세 이상 20대와 30대 등 젊은 소비자는 현대백화점을 더 신뢰하는 것으로 나타났다. 특히 20~50대에서 신세계백화점과 비교해 오차범위 밖으로 격차가 벌어졌던 롯데백화점은 60대에서 31.9%의 지지로 신세계백화점(32.3%)과 차이를..."
"쏟아낸 부동산 대책만 7번…집값 상승은 역대 최고","http://www.edaily.co.kr/news/newspath.asp?newsid=01184086626004096","이데일리언론사 선정","실제 지난 29일 한국은행이 발표한 소비자동향조사를 보면 12월 주택가격전망지수는 전달보다 2포인트 늘어난 132를 기록, 역대 최고를 기록했다. 주택가격전망지수는 전국 2500가구를 대상으로 1년 뒤 집값 변동 전망을 묻는 설문조사인데, 이 지수가 100보다 크다는 건 집값이 오를 것으로 보는 가구 수가..."
"경자년 관통 이슈 코로나19… 연말까지 확산기세 못 잡아","https://www.dnews.co.kr/uhtml/view.jsp?idxno=202012301445337370345","대한경제","‘언택트 소비’ 증가로 배달앱 시장 규모는 지난해 9조7000여억원 규모에서 15조원을 돌파할 것으로 예측됐다. 반면 해외여행, 영화ㆍ공연... 특히 미국에서는 지난달 30일 여행을 떠나지 않았던 20대 남성이 처음으로 변이 바이러스에 감염되면서 미국 보건당국에 비상등이 켜졌고, 국내에서는 영국발..."
"공정-여성에 호응하고, 환경-죽음을 생각하다","https://www.donga.com/news/article/all/20201230/104708199/1","동아일보","세습 중산층 사회 / 조귀동 지음 현재의 20대는 1990년대에 태어난 이들이다. 이 젊은이들이 경험하고 있는 한국 사회 곳곳의 여러 가지 ‘불평등’ 문제를... 규칙 없음 / 리드 헤이스팅스, 에린 마이어 지음·이경남 옮김 신종 코로나바이러스 감염증(코로나19) 사태로 인해 영상 콘텐츠 소비 형태가 바뀌면서..."
"[미리보는 이데일리 신문]코로나 뚫고…부동산·주식 이어 M&A 큰장 선다","http://www.edaily.co.kr/news/newspath.asp?newsid=04286966626003768","이데일리","통보 -20대 변이 확진자, 英→UAE 거쳐 입국 “영국發 항공편 금지만으로 동선파악 한계” -英, 아스트라제네카 긴급사용 승인…국내 2월 접종 청신호... 경제…소비는 두달째 내리막 -특고·돌봄 종사자 14만명 지원금 설 이후 받는다 △금융 -펀드는 7일, 보험은 15일 내 자유롭게 해지 가능 -공자위 “우리금융..."
"2021 새해 이렇게 달라집니다…고교 전 학년 무상교육, 최저임금 시급 ...","http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202012302057005&code=940100","경향신문","청약철회권 부여 등 금융소비자 보호도 강화된다. 병사 봉급은 12.5% 인상되며, 군 입영 연기 대상에 대중문화예술인이 포함된다. 고교 무상교육이... 부모와 떨어져 거주하는 20대 미혼 자녀도 국민기초생활보장법상 동일가구로 인정돼 주거급여를 받을 수 있다. 대상은 가구 소득인정액이 중위소득의 45..."
"[금일 증권업계 주요기사]증권가, 주식 월드 베스트 일레븐 공개…내년...","https://www.youthdaily.co.kr/news/article.html?no=57751","청년일보","아울러 금융감독원이 올해 소비자 보호 실태 평가를 발표했고 이낙연 더불어민주당 대표의 정치(政治)금융 논란이 도마 위에 오르는 등 다양한... 미국 경제방송 CNBC에 따르면 콜로라도 주 보건당국은 이날 20대 남성 주민이 영국발 변종 코로나19 바이러스에 감염된 것을 확인하고 미 CDC(질병통제센터)에..."
"[다시보기] 12월 30일 (수) 오후 사이언스 투데이","https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=0023&key=202012301715556119","YTN사이언스","80대 남성·20대 여성 ■ 영국 코로나19 확진자 5만 명 넘어...최대 규모 ■ "변이 바이러스, 치명률 별차이 없어"...연구결과 발표 ■ "미국에서도 변이... 두달 연속 소비↓, 불확실성 커져 ■ 한은 "코로나19가 혼인·출산 막아...2022년까지 영향" ■ 공항사용료 감면 내년 6월까지 연장...457억 원 추가 감면..."
"여행길 막히자 명품백 플렉스… 백화점 살린 2030 보복소비","http://www.fnnews.com/news/202012301834239041","파이낸셜뉴스","보통 경제적 기반을 갖춘 30대 이상이 명품 주요 소비층이었다면 최근에는 20대가 '큰 손'으로 떠올랐다. 롯데백화점이 올해 1~11월 명품 매출을 연령대별로 분석한 결과 20~30대가 32%로 제일 많았다. 40대 22%, 50대 20%, 60대 이상이 6%를 기록했다. 같은 기간 현대백화점에서도 20대와 30대가 명품매출에..."
"3명 중 2명 “코로나 종식되면 여행 가고 싶다”","https://www.etoday.co.kr/news/view/1979400","이투데이","코로나19 종식 이후의 소비 계획에 대한 질문엔 응답자의 46.7%가 ‘이전과 다르지 않을 것’이라고 답한 반면, ‘이전보다 소비를 늘릴 것’이라고... 설문에 참여한 연령별로는 20대가 40%로 가장 많았고, 30대 33%, 40대 13%, 10대 7%, 50대 6%, 60대 이상이 2%였다. 직업별로는 직장인이 49%로 가장 많았으며..."
"음반 100만장 팔렸는데, 인기곡은 아니다? 달라진 가요 소비","http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002707120&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news","오마이뉴스","이 지형도에서 소비층은 겹치지 않는다. 20대 층에서 아이유의 '에잇'이나 화사의 '마리아', 지코의 '아무노래' 같은 경우 팬덤보다는 대중 소비라는 인식이 있음에도 40대 이상의 가요 리스트에 한 곡도 들어있지 않다. 40대 이상이 즐겨 듣는 트로트 정도가 미디어의 지속적인 홍보와 대중 노출을 통해 20대..."
"[금일 제약업계 주요기사] 제넥신 코로나19 치료제 ‘GX-I7’ 인니 임상...","http://www.youthdaily.co.kr/news/article.html?no=57783","청년일보","대웅제약은 액상형 진통제 ‘이지엔6’의 패키지 변경과 제형 축소를 통해 소비자 편의와 브랜드 가치를 높여나갈 계획이며, 지티지웰니스는 미국... 그는 첨부한 보도자료를 통해 해당자가 20대 남성이며 엘버트카운티 지역에서 격리중이라고 전하기도. 여행 기록이나 밀접접촉은 없으며 보건 당국이..."
"[인터뷰] "투자 유치한 스타트업들, 단계별로 고민 다르다"","http://www.sisajournal-e.com/news/articleView.html?idxno=227592","시사저널이코노미","이커머스 기업들은 배송에 초점을 맞출 것인지, 가격경쟁에 초점을 맞출 것인지 감이 아닌 소비자 데이터를 기반으로 사업을 키웠다. 투어 서비스를 운영하는 플랫폼도 초반에는 20대 사용자가 중심이었다가 티켓예약이나 숙박, 액티비티 예약 등 여행 플랫폼으로 사업을 키웠다. 미리 시장을 분석하고 소비자..."
"더에스엠씨그룹, '이십생활 틱톡 프로젝트' 4000만뷰 달성","http://www.datanet.co.kr/news/articleView.html?idxno=154659","데이터넷","미션은 틱톡 트렌드와 관련된 주제로 20대의 다양한 이야기와 공감 콘텐츠를 만드는 것에 초점을 뒀다. 이를 통해 틱톡이라는 플랫폼을 이해하고, 매주... 이승준 프로젝트 책임자는 "브랜드가 소비자와 소통할 수 있는 방법이 단순 댓글과 클릭이 전부였다면 틱톡은 브랜드의 팬이 브랜드의 자산을 직접..."
"20억 부자도 `계획`이 먼저다…`새는 돈` 이렇게 줄이세요 [부터뷰]","http://news.wowtv.co.kr/NewsCenter/News/Read?articleId=A202012300238&t=NNv","한국경제TV언론사 선정","그런데 이렇게 알뜰살뜰 모은 종잣돈을 굴려 1억 원을 만들 계획이라면 알면서도 지키지 못하던 `소비 습관`들까지 고쳐야 한다고 합니다. 10년 간 모은... ⑤ 게으른 금융지식 공부 김 작가는 "강의를 하다보면 예금과 적금의 차이, 계산법조차 모르는 20대가 의외로 많아 너무 놀라게 된다"며 "매일 환율..."
"(신년인터뷰) 이학영 국회 산업통상자원중소벤처기업위원회 위원장","http://www.electimes.com/article.php?aid=1609130844210333033","전기신문","이 위원장은 19·20대 국회에서 정무위원회에서 활동해 왔고, 민주당 을지로위원회’ 위원장을 맡는 등 사회적 약자를 위한 의정활동에 집중해 왔다.... 등 소비자가 피해자가 되는 집단 사고에 대응할 수 있는 소비자집단소송법 등을 발의했는데 해당 법안들이 통과돼 공정한 시장 경제가 조성됐으면 하는..."
"보험사 편든다고 오명쓰던 손해사정사…공정성 커지나(종합)","https://view.asiae.co.kr/article/2020123015443745493","아시아경제","현행 법에서는 보험계약자 등이 손해사정사를 선임, 보험금 청구과정에서 소비자측의 손해액 및 보험금을 사정하고 의견을 개진할 수 있도록 하고 있다.... 지난 20대 국회에서도 금융당국은 손해사정사와 보험사가 의견을 교환하는 행위가 변호사법 위반 소지가 될 수 있다고 지적, 같은 내용의 개정안 처리가..."
"더에스엠씨그룹, 이십세들의 ‘이십생활 틱톡 프로젝트’ 4000만뷰 달성","http://www.nspna.com/news/?mode=view&newsid=475104","NSP통신","미션은 틱톡 트렌드와 관련된 주제로 20대의 다양한 이야기와 공감 콘텐츠를 만드는 것에 초점을 뒀다. 이를 통해 틱톡이라는 플랫폼을 통해 매주... 이승준 프로젝트 책임자는 “브랜드가 소비자와 소통할 수 있는 방법이 단순 댓글과 클릭이 전부였다면 틱톡은 브랜드의 팬이 브랜드의 자산을 직접 생산할..."
"제냐 펠레테스타·노빌레·로얄…'스페셜 에디션' 내놓은 마세라티","https://www.hankyung.com/economy/article/2020123001401","한국경제","마세라티는 소비자의 다양한 취향을 반영한 맞춤형 모델로 고급스러운 브랜드 이미지를 강화하겠다는 전략이다. 최고급 나파가죽 적용한 펠레테스타 국내에 20대 한정으로 출시된 제냐 펠레테스타 에디션은 이탈리아 100년 브랜드들의 합작품이다. 마세라티가 이탈리아 명품 패션 브랜드 에르메네질도..."
"[장서희 변호사의 법과 영화 사이] 구하라, 그녀의 '어느 멋진 순간'을 ...","https://daily.hankooki.com/lpage/column/202012/dh20201230131614140410.htm?s_ref=nv","데일리한국","그러나 위 개정안은 20대 국회에서 처리되지 못한 채 21대 국회에 1호 법안으로 발의된 상태에 있다. 법의 취지는 공감하지만 부양의무를 현저히... ■ 장서희 변호사 서울대 소비자아동학부를 졸업한 뒤 중앙대 영화학과에서 학사와 중앙대 첨단영상대학원 석사 학위를 받았다. 현재 법률사무소 이헌의 대표..."
"SG다인힐 삼원가든, 고급·실속 설 선물세트 선봬","http://www.shinailbo.co.kr/news/articleView.html?idxno=1360720","신아일보","양념갈비 선물세트는 삼원가든의 베스트셀러인 양념갈비로 구성됐으며, 수량에 따라20대 24만원, 30대 33만원, 40대 43만원으로 나뉜다. 실속 선물세트는... 삼원가든 관계자는 “삼원가든 설 선물세트는 삼원가든이 자신 있게 선보이는 44년 전통의 맛을 담아 만들었다”며 “다가오는 새해에 소비자..."
"[송금종 기자의 훈훈한 경제] 조기 은퇴 꿈꾸는 파이어족 뜬다","http://www.kukinews.com/newsView/kuk202012300194","쿠키뉴스","위해 20대부터 은퇴 자금을 마련하는 이들을 일컫습니다. 영어로 경제적 자립을 뜻하는 'Financial Independence' 와 조기 은퇴를 뜻하는 'Retire Early'의 앞... 김민희 아나운서 // 현재를 즐기려고 소비하는 ‘욜로족’과 정반대의 소비 성향을 보이는 세대를 일컫는 말이군요. 아직 한참 젊은 나이인데, 벌써부터..."
"60대 이상이 운영하는 사업체, 1년 사이 3.6% 증가","https://news.sbs.co.kr/news/endPage.do?news_id=N1006148333&plink=ORI&cooper=NAVER","SBS","전체 사업체 대표 중 가장 큰 비중을 차지하는 세대는 50대로 나타났고, 20대 이하가 대표인 사업체도 꾸준히 증가하고 있습니다. --- 지난해 근로소득... --- 한국소비자원이 시중에 팔리고 있는 전기장판 8개 제품의 안전성과 온도 균일성 등을 조사한 결과를 공개했습니다. 이 가운데 대성전자 제품은..."
"운전미숙·과속에… 전동 킥보드 사고 4년새 3배로","http://www.munhwa.com/news/view.html?no=2020123001070927106001","문화일보","30일 한국소비자원에 따르면 소비자위해감시시스템에 접수된 전동 킥보드 안전사고는 2017년부터 지난달까지 1252건에 이르며 2017년 195건, 2018년 229건, 지난해 257건에서 올해 들어서는 11월까지 571건으로 폭증했다. 올해 11월까지 발생한 사고는 2017년에 비해 무려 2.9배로나 증가했다. 나이별로는 20대..."
