Title,Link,Press,Description
"'스낵 비즈니스' 숏폼 전성시대","http://www.fortunekorea.co.kr/news/articleView.html?idxno=25584","포춘코리아","20대는 15.0분으로, 40대, 50대(19.6분, 20.9분)에 비해 짧은 것으로 나타났다. 메조미디어 측은 "숏폼 콘텐츠 성장의 중심에는 어릴 때부터 스마트폰을 사용해온 디지털 네이티브 세대가 있다"며 "이들 Z세대는 틈날 때마다 디지털 콘텐츠를 소비하며, 디지털 환경에 익숙해 빠르고 간편한 것을 선호하고, 이러한..."
"“인플레 시대, 안 쓰고 버틴다”… 지출 공유하며 짠내 소비 [심층기획...","http://www.segye.com/content/html/2022/12/29/20221229517795.html?OutUrl=naver","세계일보언론사 선정","연봉인상률보다 높은 물가상승률에 직장인 소비트렌드 ‘플렉스→무지출’ 고물가·긴축 흐름 장기화속 새문화로 식사 선배와 하거나 외부미팅과... 20대의 경우 점심 등 식사비에 가장 큰 부담(36.4%)을 느낀다고 답했다. 30대(38.4%)와 40대(36.8%)는 외식비용, 40대(44%)는 보험과 의료비에서 가장 큰 부담을..."
"[아듀2022] 암호화폐 시장 흔든 '폭풍의 눈'...올해의 인물 누굴까","https://www.tokenpost.kr/article-117809","토큰포스트","‘연준공개시장위원회(FOMC)’ 회의뿐 아니라 소비자물가지수(CPI), 고용지표 같은 기초 데이터까지 시장 분위기를 좌지우지했다. 시장은 사전 학습을... ◇ 제20대 대통령 선거 후보자들 ‘암호화폐’ 민심 잡기 총력 사진 = 토큰포스트 올해 모든 대선 주자의 핵심 공약에 암호화폐가 등장했다. 암호화폐가..."
"[연말기획] 올해의 소셜섹터 키워드는 'GHOST'","https://www.lifein.news/news/articleView.html?idxno=15006","라이프인","(윤리적 소비) 'Regional economic revitalization'(지역경제 활성화)의 앞 글자를 의미한다. 라이프인에선 올해 소셜섹터의 키워드로 'G.H.O.S.T(존재감 없는)'를... 제20대 국회에서 각 3건의 사회적경제기본법안의 발의‧폐기가 반복됐다. 21대 국회에서도 5건의 사회적경제기본법안이 발의됐으나, 사회적경제기본법의..."
"고령층·장애인… 넘을 수 없는 '디지털의 벽'","https://www.cctoday.co.kr/news/articleView.html?idxno=2172079","충청투데이","올해 2월 개정된 키오스크 한국산업표준(KS) '무인정보 단말기 접근성 지침'에 따르면 키오스크는 고령자나 장애인이 쉽게 이용할 수 있도록 설계돼야 하지만 소비자원이 지난해 5~8월 서울·경기지역 공공·민간분야 키오스크 20대를 대상으로 조사한 결과 14대(70.0%)는 표준 글씨 크기(12㎜)보다 작은 폰트를..."
"‘가게 장부’로 유니콘 된 KCD “소상공인 사업 쉬워지게 계속 고민”","https://biz.chosun.com/industry/company/2022/12/31/QDQGPRFLBRB4BJQWFBLOA6GTJI/?utm_source=naver&utm_medium=original&utm_campaign=biz","조선비즈언론사 선정","24세였던 2011년에 소비자 데이터를 수집·분석하는 모바일 리서치 서비스 ‘오픈서베이’를 창업하면서 스타트업계에 진출한 김 대표가 2016년... 투자자 중에 언제까지 상장해야 한다는 조건을 내건 곳이 없기 때문에 서두르진 않을 것이다.” -20대 때 성공적으로 창업하고, 연쇄 창업해 큰 성과를 내고 있다...."
"20대 96.9% “네이버 등 포털 통해 뉴스 소비”","http://www.segye.com/content/html/2022/12/30/20221230511919.html?OutUrl=naver","세계일보","인터넷 포털을 통한 뉴스 소비는 20대가 96.9%로, 70대 이상의 26.7%보다 세 배 이상 높다. 이뿐만 아니라 20대는 뉴스 소비 매개로 메신저 서비스 93.6%(70대 이상 26.4%), 온라인동영상플랫폼 86.1%(70대 이상 20.3%), 사회관계망서비스(SNS) 72.1%(70대 이상 3.6%)를 이용하는 것으로 나타났다. 주로 인터넷 기반..."
"'고위직 방'만 따뜻해요…얼어죽을 공무원 '난방 카스트'","https://www.joongang.co.kr/article/25130262","중앙일보언론사 선정","에너지 소비 현황을 불시 점검하겠다는 공문을 보낸 뒤로 아예 난방을 끄고 산다고 한다”고 말했다. 국회·법원 못 건드리나…“협조 공문은 보내” ‘난방 카스트’는 행정부 밖에서 더 공고해졌다. 입법부와 사법부가 정책 대상에서 빠지면서다. 형평성 논란이 불거진 대목이다. 2017년 20대 국회가..."
"[한류 올라탄 K창업가]① “고급 韓 식자재로 美 여성 홀렸죠” 미국판...","https://biz.chosun.com/distribution/channel/2022/12/31/2JBQOAGF5JCEFCPPABVKWM5WGM/?utm_source=naver&utm_medium=original&utm_campaign=biz","조선비즈언론사 선정","“B2C(소비자 대상 판매) 매출 55%가 미국 현지인에게서 나온다. 연령·성별로 보면 결혼해서 아이가 있는 20대 후반에서 40대 후반의 여성이 많다. 지역별로는 뉴욕 맨해튼, 브룩클린, 코네티컷, 실리콘밸리 쪽에서 주문이 많다.” -뉴욕 유명 식당에는 제품을 어떻게 납품하게 됐나. “레스토랑에선 쌀이..."
"젊어지고 싶으면 Z세대 마음 읽어라, 유통가 대학생들에 러브콜[똑똑!스...","https://www.sedaily.com/NewsView/26F45O2GH2","서울경제언론사 선정","최종 발표회 후보에 오른 4개팀 ‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’은 20대가 재미를 추구하고, 자신을 위한 소비에 돈을 아끼지 않는 등 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 리노베이션팀은 커피가 현대인에게 없어서는 안 될 필수 음료로 인식해..."
"한국 영화 전성기, 명과 암 [2022 결산]","https://www.news1.kr/articles/4910715","뉴스1","'범죄도시2' 개봉 시기는 사회적 거리두기와 극장 내 취식금지가 해제되며 코로나19로 억눌렸던 '보복소비' 심리가 폭발했던 시점으로, 활기를 띠기... 10대나 20대에게는 극장에서 영화를 관람하는 것이 30대 이후 세대들에게 그랬듯 특별한 행사로 여겨지지 않는다"라고 말했다. 이 같은 패턴 변화 속에서는..."
"파격·혁신… 건축을 예술로 승화시킨 대가","http://www.segye.com/content/html/2022/12/30/20221230508636.html?OutUrl=naver","세계일보","주류 건축과는 다른 자신만의 독보적인 건축 세계를 구축해 나간 아웃사이더이자 예술가에 가까운 건축가 프랭크 게리를 20대에 처음 만난 후 수십 년... 게리는 자신이 창의적인 인물이 아니라 하나의 브랜드로 소비되어 버리는 운명을 늘 두려워했다. 특히 빌바오 구겐하임 미술관이 대중적으로 성공한 후로..."
"[WP 2022년 유통결산] '악재'와 '3고'로 다사다난했던 유통업계...7대 이...","http://www.whitepaper.co.kr/news/articleView.html?idxno=222250","화이트페이퍼","공장에서 20대 여성 노동자 끼임 사망사고로 희비를 경험했다. 허영인 SPC 회장이 기자회견을 열고 공식 사과했지만, 이어 샤니 제빵공장 손 끼임 사고가 나는 등 안전관리 부실이 수면으로 올라서며 소비자 불매운동으로 역풍을 맞았다. 연이은 논란에 SPC는 사고 이후 재발 방지를 약속하고 전 계열사..."
"■당진시 1인 가구 실태조사 해마다 증가하는 1인 가구…"일 때문에 혼...","http://www.djtimes.co.kr/news/articleView.html?idxno=96109","당진시대","이를 통해 △인구ㆍ가구 △주거 △고용 △소득ㆍ소비 △건강 △여가 △기타 등 7개 부문 48개 항목을 조사, 행정자료만으로는 알 수 없는... 우울, 남성 < 여성 ㆍ 20대 < 70대 1인 가구 생활이 길어질수록 행복의 정도는 떨어졌다. 홀로 생활한 기간이 1년 미만의 경우 행복 정도가 100점 만점에 63...."
"[먹거리+IT] 이티튜드, “걱정 없이 마음껏 먹을 수 있는 간식을 찾았습...","https://www.donga.com/news/article/all/20221230/117229050/1","동아일보","국제도시로 거듭나고 있는 ‘서울’이 보유한 비즈니스 네트워크와 1,000만 명 규모의 거대한 소비시장을 바탕으로, 농식품 분야 푸드테크 스타트업이... 성 공동대표(동생): 친한 친구가 20대 어린 나이에 당뇨병에 걸렸다. 그게 시작이었던 것 같다. 식습관을 바꿔야겠다고, 나이가 어려도 100% 안전할 수는..."
""안녕! 2022년"···10대 뉴스 결산 [뉴스의 맥]","https://www.ktv.go.kr/content/view?content_id=666223","KTV국민방송","올해 3월 9일 치러진 20대 대선에서 공정과 상식을 시대정신으로 내세운 윤석열 대통령이 당선됐습니다. 당선과 동시에 집무실을 청와대에서 용산으로... 국내 소비자물가 상승률이 올해 7월 6.3% 오르며 물가가 급등했고, 미 연준의 유례없는 빅스텝으로 금리가 급격히 인상됐습니다. 금리 인상은 부동산..."
""Z세대 공략위해 Z세대 경청" 유통가, 대학생들과 소통 강화","http://www.newsis.com/view/?id=NISX20221230_0002142715&cID=13001&pID=13000","뉴시스","최종 발표회 후보에 오른 4개 팀은 최근 20대가 재미를 추구하고 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 반영해 다양한 콘셉트의 디자인을 제안했다. 커피가 현대인에게 없어선 안 될 필수 음료로 인식해 ‘커피 수혈’이라는 표현을 즐겨 사용한다는 점을..."
"[2022 격동의 인천] '인천을 뒤흔든 5대 행정 뉴스'","http://www.ifm.kr/news/351549","경인방송","결국 영세 소상공인 지원과 역외소비 유출 방지라는 본래 취지에 따라 '캐시백 차등 지원'으로 정리됐습니다. 인천 내항 전경. <사진=인천항만공사>4. 항만 민영화 중단 및 항만공사(PA) 지방이양, 대선 '공약' 채택 각 정당의 제20대 대통령선거 후보와 인천선거대책위원회, 시민단체는 지난 3월 '항만 민영화..."
"[유통] 유한양행 롯데제과 롯데칠성 대상 웅진식품 던킨 스타벅스 비비...","http://www.biztribune.co.kr/news/articleView.html?idxno=272579","비즈트리뷴","'리노베이션(RE:novation)', '초고추장', '인스퍼(INSPIR)', 'GS22.3' 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 대상은 'GS22.3'팀이 차지했다. GS22.3팀이 제안한..."
"[유통 단신] 세븐일레븐·위스키 발베니·일화 外","http://www.dailypop.kr/news/articleView.html?idxno=65659","데일리팝","해당 맛집은 20년이 넘는 기간 매콤한 소스와 쫄깃하고 부드러운 주꾸미로 다양한 소비자들의 호응을 얻고 있다. 세븐일레븐은 지난 2000년부터 매 시즌... 마지막으로 팀원 3명의 나이를 평균한 'GS22.3'팀은 최근 20대 사이에서 인기를 끌고 있는 '세계관', '웹툰' 등 다양한 요소를 활용해 단순한 파우치..."
"[인터뷰] '버튼게임' 장명진 CP "2023년엔 1000만 콘텐트 만들어야죠"","https://news.jtbc.co.kr/article/article.aspx?news_id=NB12109194","JTBC","10대, 20대가 실제로 많이 봤고, 신규 가입자들이 꾸준히 즐겨봤다고 들었다." -OTT 콘텐트이니, 차별화를 꾀하기도 했을 텐데. "그간의 콘텐트는 유튜브... 소비자의 마음으로 재미있는, 또 보고 싶고, 관심이 자꾸 갔으면 하는 영상을 만들고 싶다." 박정선 엔터뉴스팀 기자 (콘텐트비즈니스본부)"
""오마카세 18만원 vs 편의점 1800원"...연말 맞아 양극화 극명해진 2030 소...","https://www.insight.co.kr/news/424554","인사이트","= 고물가 시대가 지속되는 가운데 2030 청년들의 소비 습관이 양극화되고 있다.최근 외식업계에 따르면 최근 한 끼에 20만 원 정도 하는 호텔 뷔페나... 특히 20대 사이에서도 오마카세나 뷔페, 파인다이닝이 유행을 타며 SNS에서 인증샷을 쉽게 발견할 수 있다.또한 연말 기념일에 식사를 하기 위해 3~5만 원 상당의..."
"제주패스 '2022 렌터카 트렌드' 공개.. 젠지세대 급증 눈에 띄어","http://news.mt.co.kr/mtview.php?no=2022123012371832563","머니투데이","20대 회원비율 10% 상승 가장 큰 특징 중 하나는 구매 회원 전체 중 20대가 차지하는 비율이 작년 대비 10% 상승했다는 것이다. 이로 인해 제주패스의... 연계하여 소비자 트렌드를 비교 분석하고 서비스 개선에 반영할 것"이라고 말했다. 현재 제주패스는 오는 1월 1일부터 설 얼리버드 프로모션으로 렌터카 10..."
"20대 제주 렌터카 이용 증가…인기 모델 차량은?","http://www.edaily.co.kr/news/newspath.asp?newsid=02407526632563768","이데일리","가성비를 중시하는 20대의 소비 성향에 따라 연비 등 효율성이 높은 경차 선호 양상도 나타나고 있다. 제주여행 앱 제주패스를 운영회사 캐플릭스는 30일 올해 1월부터 이달 15일까지 렌터카 이용객 50만 명의 데이터를 분석한 결과를 내놨다. 올해 제주 지역에서 렌터카를 가장 많이 이용한 연령대는 전체..."
"[NW뷰] 온라인 플랫폼 독과점 심사지침 제정 '타당'… '디지털 대표부' ...","http://www.newsworks.co.kr/news/articleView.html?idxno=701047","뉴스웍스","디지털 유목민(30~40대)에 이어 디지털 네이티브로 지칭되는 10~20대가 앞으로 사회를 이끌어가면서 디지털 플랫폼은 완전한 디지털 가상 사회·경제로의... 정부는 지난 8월부터 플랫폼 기업, 입점 기업, 소비자, 협회, 전문가 등으로 구성해 운영 중인 자율기구가 전문성과 독립성을 바탕으로 보다 효과적으로..."
"[정인호 객원기자 칼럼] 불황에 더 필요한 공공·노인 일자리","http://weekly.hankooki.com/news/articleView.html?idxno=7075950","주간한국","연준은 인플레이션을 진정시키기 위해 금리 인상을 지속하겠다는 의지를 밝히고 있으나 미국의 소비지출은 크게 줄지 않고 있다. 이에 따라... 20대는 4000명, 40대는 6000명이 감소해 현장의 상황은 좋지 않다. 한국은행에 따르면 2023년 취업자 증가수는 9만명에 그칠 것이라고 한다. 생산 현장에서는 미국과..."
"'MZ세대 잘알' 편의점…이번엔 황치즈로 대박 쳤다","http://www.mkhealth.co.kr/news/articleView.html?idxno=61848","매경헬스","특히 20대 여성 고객이 가장 많은 GS25 도어투성수점에서는 쿠캣버터바 황치즈가 전체 디저트 상품 매출 중 1위를 지했다. GS25는 주요 포털 사이트에서... 디저트 전문점보다 저렴한 가격도 소비자의 눈길을 끌었다. 쿠캣버터바 2종은 평균 디저트 전문점 가격의 30~40% 수준인 2200원에 판매되고 있다. GS25는..."
"[인터뷰] 내추럴 와인은 뭐가 다르길래 모두가 이토록 열광할까? 비노스...","https://www.huffingtonpost.kr/news/articleView.html?idxno=205737","허프포스트코리아","최근 내추럴 와인이 활성화되고 트렌디해지면서 20대 손님의 방문도 늘었다는데. 이와 관련해 그는 "연령층이 낮아지면서 친환경적인 포커스보단... "You are what you eat.(당신이 먹는 것이 곧 당신이다)" 아이들과 가족의 미래를 생각하며 지금 우리가 무엇을 먹고 소비하는가에 대한 고민이 결국 내추럴 와인으로..."
"[2023 새해특집] "최고 수준 MSY 비결, 네 가지에 집중했죠"","http://www.agrinet.co.kr/news/articleView.html?idxno=314784","한국농어민신문","반면 정부의 할당관세(무관세) 조치로 늘어난 수입 물량과 사육마릿수 증가, 소비 침체 등이 맞물리며 한우 가격이 급락하고 있고 다른 축종 역시 평년... 1979년생인 유인호 대표는 20대에 두 곳의 대학을 나왔다. 명지대 전기제어계측과를 졸업한 뒤 양돈업에 뛰어들기 위해 축산 전문대인 천안연암대에 다시..."
"[2023 새해특집] "소풍처럼 모여 놀아보자…작은 숲속 직거래 장터 판 깔...","http://www.agrinet.co.kr/news/articleView.html?idxno=314833","한국농어민신문","연천에 연고가 있는 20대 청년들이 직거래 장터인 '연천 풀마켓'을 기획·운영하고 있는데, 2023년에 한 단계 더 도약하기 위한 '희망'을 꿈꾸고 있다. 연천 풀마켓이 소비자는 물론 판매자가 함께 어우러지고 지역 문화적인 콘텐츠까지 더해지는 공간이자 플랫폼으로 발전, 성장하기를 바라는 것이 이들의..."
"[2023 새해특집] "소풍처럼 모여 놀아보자…작은 숲속 직거래 장터 판 깔...","http://www.agrinet.co.kr/news/articleView.html?idxno=314833","한국농어민신문","연천에 연고가 있는 20대 청년들이 직거래 장터인 '연천 풀마켓'을 기획·운영하고 있는데, 2023년에 한 단계 더 도약하기 위한 '희망'을 꿈꾸고 있다. 연천 풀마켓이 소비자는 물론 판매자가 함께 어우러지고 지역 문화적인 콘텐츠까지 더해지는 공간이자 플랫폼으로 발전, 성장하기를 바라는 것이 이들의..."
"영화관 3D 안경 어쩌나…일회용은 환경오염·다회용은 비위생 논란","http://www.ntoday.co.kr/news/articleView.html?idxno=95472","투데이신문","경기 부천시에 거주하는 20대 남성 김모씨는 "얼마 전 영화관에 방문해 3D 안경을 받아 썼는데 지문이 묻어있는 등 상태가 지저분해서 불쾌했다"고... 3D 안경을 둘러싼 소비자들의 의견도 갈린다. 다회용은 소독이 제대로 됐는지 확인이 어려워 걱정된다는 의견과 일회용품 양산을 막아야 한다는 주장이다...."
"GS25, 한양대 ERICA 디자인대학 학생들과 '산학협력 프로젝트' 진행","http://www.thefirstmedia.net/news/articleView.html?idxno=108771","더퍼스트","사진=GS25 '리노베이션(RE:novation)', '초고추장', '인스퍼(INSPIR)', 'GS22.3' 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 우선 리노베이션팀의 경우..."
"GS25, Z세대 고객 위해 대학생 디자이너들과 손잡았다","http://www.fntimes.com/html/view.php?ud=202212301338459904237391cf86_18","한국금융신문","‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’ 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 우선 리노베이션팀의 경우..."
"GS리테일, 20대 마음잡기에 진심","http://www.sisafocus.co.kr/news/articleView.html?idxno=289230","시사포커스","이날 '리노베이션(RE:novation)', '초고추장', '인스퍼(INSPIR)', 'GS22.3' 등 최종 발표회 후보에 오른 4개 팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 대상은 'GS22.3'팀이 차지했다. 최근..."
"GS25, Z세대 고객을 공략 위해 한양대 대학생 디자이너와 손잡았다","https://www.news2day.co.kr/article/20221230500113","뉴스투데이","‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’ 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 얘기하며 다양한 디자인 콘셉트를 제안했다. 대상은 발표 도중 실무자들의..."
"[단독] 네이버, MY뉴스 20대판 '만 나이' 기준으로 바꿨다 [1일IT템]","http://www.fnnews.com/news/202212301112317503","파이낸셜뉴스언론사 선정","앞서 네이버는 지난 10월 20대 이용자 관심사와 뉴스 소비 패턴을 반영한 'MY뉴스 20대판'을 신설했다. 네이버 MY뉴스판은 인공지능(AI) 알고리즘을 기반으로 다양한 주제와 형식의 개인화된 뉴스를 소개하고 있으며, 20대 이용자를 위한 'MY뉴스 20대판'으로 확대 개편했다. 네이버 측은 여러 세대 중 특히..."
"GS25, 대학생 디자이너들과 손잡고 Z세대 고객 취향 겨냥","https://weekly.cnbnews.com/news/article.html?no=147740","CNB저널(문화경제)","‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’ 등 최종 발표회 후보에 오른 4개 팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 우선 리노베이션팀의 경우..."
"[생활경제 이슈] GS25, Z세대 고객 잡기 위해, 대학생 디자이너들과 손잡...","http://www.lawissue.co.kr/view.php?ud=202212301139231401204ead0791_12","로이슈","‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’ 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 우선 리노베이션팀의 경우..."
"GS25, '산학협력 프로젝트' 대학생 디자이너들과 손잡았다","http://kor.theasian.asia/archives/328801","아시아엔","‘리노베이션(RE:novation)’, ‘초고추장’, ‘인스퍼(INSPIR)’, ’GS22.3’ 등 최종 발표회 후보에 오른 4개팀은 최근 20대가 재미를 추구하고, 귀여운 상품에 쉽게 지갑을 열며, 자신을 위한 소비에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 우선 리노베이션팀의 경우..."
"GS25, 대학생 디자이너들과 '맞손'…Z세대 공략","http://www.shinailbo.co.kr/news/articleView.html?idxno=1643616","신아일보","4개팀은 최근 20대가 재미를 추구하고 귀여운 상품에 쉽게 지갑을 열며 자신을 위한 소비(미코노미)에 돈을 아끼지 않는 등의 특성을 거론하며 다양한 디자인 콘셉트를 제안했다. 대상을 차지한 ’GS22.3’팀은 최근 20대 사이에서 인기를 끌고 있는 ‘세계관’, ‘웹툰’ 등 다양한 요소를 활용해..."
"10명 중 5명은 탐정·흥신소 선택 시 '적법성' 따진다","http://moneys.mt.co.kr/news/mwView.php?no=2022123010583999947","머니S","해당 설문조사는 전국 20대부터 60대까지의 성인 200명(남성 100명, 여성 100명)을 대상으로 진행됐다. 설문 결과 향후 필요한 경우 민간조사기관 서비스를 이용할 의향이 있는 소비자는 47%(94명)로 나타났다. 응답자 중 21.5%는 보통, 31.5%는 이용할 의향이 없다고 답했다. 세대별로는 나이가 어릴수록..."
"뉴스 볼 때 20대는 '포털', 70대는 'TV'…언론의 큰 문제? 편파성·가짜...","https://www.news1.kr/articles/4910442","뉴스1","인터넷 포털을 통한 뉴스 소비는 20대가 96.9%로, 70대 이상의 26.7%보다 세 배 이상 높다. 이뿐만 아니라 20대는 뉴스 소비 매개로 메신저 서비스 93.6%(70대 이상 26.4%), 온라인동영상플랫폼 86.1%(70대 이상 20.3%), 사회관계망서비스(SNS) 72.1%(70대 이상 3.6%)를 이용하는 것으로 나타났다. 주로 인터넷 기반..."
"[스타트업 연말 결산] 스프링온워드, 제주패스, 비트코퍼레이션, 야놀자...","https://platum.kr/archives/199849","플래텀","추가해 소비자의 니즈를 충족시킬 예정이다”라고 말했다. 경기 불황으로 인해 가성비가 소비의 기준이 되고 있지만 사무실에서 이용하는 커피 머신은... 가장 큰 특징 중 하나는 구매 회원 전체 중 20대가 차지하는 비율이 작년 대비 10% 상승했다는 것이다. 이로 인해 제주패스의 세대별 구매비율 순위가..."
