Title,Link,Press,Description
"[여기서, 바이소셜] 과천에서 자라나는 '아리랑 나무' 아리수, 민요를 노...","https://www.lifein.news/news/articleView.html?idxno=16537","라이프인","지난 2012년 영국에서 시작한 '바이소셜'(Buy Sicial, 상생소비) 캠페인은 사회적경제에 대한 인식을 제고하고 가치소비를 장려하는 일상 속 실천... 민요를 배경으로 20대, 30대, 40대 여성 캐릭터가 그들의 살아가는 삶을 이야기하는 작품이다. 올해 8월에는 수원시립미술관 아트스페이스 광교에서 미술작품을 풀어낸..."
"2023년 클래식, 오케스트라 러시 & 조성진과 임윤찬의 해","https://www.newsverse.kr/news/articleView.html?idxno=4645","뉴스버스","그동안 여행을 못 나갔던 사람들의 보복소비 심리가 나타나면서 항공업계는 비싼 티켓가격에도 불구하고 회복의 기쁨을 누렸다. 보복소비 심리가... 7월에 솔리스트로서 전국을 돌며 독주회 순회공연을 한 바 있는 그는 세계의 20대 피아니스트들 중 선두주자임을 확인시켜주었다. 조성진이 한국 클래식 팬들을..."
"요금제 추가·저가 단말기 출시…통신비 대책 50일 효과는","https://biz.sbs.co.kr/article_hub/20000150804?division=NAVER","SBS Biz언론사 선정","실제 시장조사기관 컨슈머인사이트에 따르면 지난해 말 기준 알뜰폰 이용자 수의 49%는 20대와 30대가 차지하고 있습니다. 내년 통신3사, '3만원대... 선택하겠다는 소비자들도 아직 많다고 합니다. 한편 추가적으로 내년 상반기 내 중저가 단말기 4종이 출시될 계획입니다. 업계 관계자는 "스마트폰을..."
"실력은 업계 톱, ‘갑질’도 업계 톱…이런 상사랑 같이 일 할 수 있나요...","https://www.mk.co.kr/article/10908178","매일경제언론사 선정","모두가 선망하는 직장에 뽑힌 신입 “여기밖에 뽑아준 곳이 없어서요” 주인공 앤드리아(앤 해서웨이)는 기자가 되고 싶은 20대 여성이다. 그녀는 최고의... 점점 커지는 한국 소비자의 구매력 때문이다. 모건스탠리에 따르면 한국은 지난해 1인당 명품 소비액이 미국, 중국보다 높았다. 프라다는 한국을 상품..."
"[파워금융人]⑧ 백종윤 카카오뱅크 금융사기대응팀장 “악성 앱 설치 등...","https://biz.chosun.com/stock/finance/2023/12/31/G2HIUYL5W5E5JHFIX5ERA7GGJM/?utm_source=naver&utm_medium=original&utm_campaign=biz","조선비즈언론사 선정","통상 시중은행의 경우 FDS 정보보안 쪽에서 크게 활용하고 있어 별도로 운영되는 경우가 많은데, 카카오뱅크의 경우 소비자보호실 내 FDS를 둬 모니터링... 특히 최근 금융사기 피해를 당하는 20대가 늘고 있는데 이들을 위해 유튜브 홍보도 늘리고 있다. 사실 TV보다 스마트폰에 익숙한 20대는 국가기관이 만든..."
"[블록체人]⑭ 예준녕 디스프레드 대표 “웹3.0의 블룸버그 될 것… 솔라...","https://biz.chosun.com/stock/finance/2023/12/31/WKC4636B6ZBWTFDUGB3M3ZVPEE/?utm_source=naver&utm_medium=original&utm_campaign=biz","조선비즈언론사 선정","저는 블록체인과 웹3.0 기술의 가능성을 믿고 있었기에 건강한 산업 생태계를 만들고 싶었습니다.” 예준녕(27) 디스프레드 공동대표는 20대 중반 젊은... 아직 일반인을 대상으로 하는 블록체인 기업 소비자 간 거래(B2C) 모델은 시장에서 큰 인기가 없는 게 사실이다.” ―그렇다면 국내에서 블록체인 B2C 시장이..."
"[9층시사국] 2023, 청년의 삶","https://news.kbs.co.kr/news/pc/view/view.do?ncd=7854904&ref=A","KBS","실제 학생들이 진짜 이 물가 인상 때문에 부담이 돼서 밥값이라든지 아니면 일상 속에서 소비 어떻게 하는지 이런 걸 좀 담아보려고 해요." 정예빈... 20대의 70~80%가 월세고 30대 같은 경우에도 월세 청년이 더 많아요." "노동을 통해서 힘들게 번 그 돈의 상당 부분을 주거비로 지불하면서 살고 있는 상황인데 이..."
"생성형 AI, 광고 판도 바꾼다.. "2032년 250조 성장"","https://www.straightnews.co.kr/news/articleView.html?idxno=243153","스트레이트뉴스","30일 CJ ENM 자회사이자 디지털 마케팅 기업인 메조미디어는 '생성형 AI에 대한 소비자 인식 조사' 리포트에서 생성형 AI 광고시장이 매년 연평균 125... 10~20대는 타 연령대에 비해 생성형 AI를 이용해본 비율이 더욱 높아 10대는 49%, 20대는 46%, 30대는 37%, 40대는 42%, 50대는 36%였다. 응답자들이 가장 많이..."
"[2023 서울콘] 김현우 SBA 대표 “인플루언서와 함께 서울을 세계 콘텐츠...","https://www.donga.com/news/It/article/all/20231230/122837398/1","동아일보","미래를 이끌 10대~20대 소비자들은 인플루언서와 함께 숨 쉬고, 이들의 콘텐츠를 보고 즐긴다. 정보를 얻고 세계 곳곳의 친구를 만든다. 이렇게 1인 미디어가 된 인플루언서들은 기성 미디어보다 더 큰 영향력을 발휘한다. 세계를 활동 무대로 삼고, 스스로 문화를 만들고 전파한다. 그렇기에 인플루언서는..."
"[지구촌톡톡] '123123' 마법 같은 날짜…라스베이거스서 결혼↑ 外","http://www.yonhapnewstv.co.kr/MYH20231230009700641/?input=1825m","연합뉴스TV","▶ 중국도 25∼29세 청년 2명 중 1명 '미혼' 중국도 '결혼 적령기'로 여겨지는 20대 중후반 젊은 층 두 명 중 한 명은 미혼인 것으로 나타났다고 현지... ▶ 세대교체로 프랑스인 10명 중 1명만 매일 와인 마셔 전통적 와인 강국인 프랑스에서 와인 소비가 점점 줄어 거의 매일 와인을 마시는 사람이 10명 중..."
"“방송사는 왜 이런 거 못 만들어요?” 이러니 돈내고 OTT 본다","http://news.heraldcorp.com/view.php?ud=20231230000086","헤럴드경제언론사 선정","“TV는 볼게 없어요, 돈내고 OTT 보다는게 낫다” “요즘 히트 콘텐츠는 대부분 OTT다” (20대) 20~30대의 TV 이용률에 대한 충격적인 조사 결과가 나왔다.... 콘텐츠 소비 플랫폼 구별이 없는 시대임에도 불구하고, 방송에 대한 지나친 규제가 발목을 잡고 있다는 목소리도 커지고 있다. 부가통신사업자로..."
"MZ세대가 전통주에 관심을 가지는 이유는 [명욱의 술 인문학]","http://www.segye.com/newsView/20231227516883?OutUrl=naver","세계일보언론사 선정","셋째, 다양한 이야기 및 가치 소비를 담고 있다. 모든 소비에 의미를 부여하는 최근 소비 형태를 볼 때 지역 농산물, 장인 철학 등이 담긴 전통주 소비는... 마치 나의 20대 때 최고 인기곡 김건모의 ‘잘못된 만남’이 아직도 내 노래방 ‘18번’인 것처럼 말이다. ● 명욱 주류문화 칼럼니스트는… 주류 인문학 및..."
"같게 먹어도...20대때 보다 40대에 더 살이 찌는 이유는?","https://kormedi.com/?p=1650026","코메디닷컴언론사 선정","소비 안 되고 남은 칼로리는 결국 살이 된다. 20대 때와 똑같이 먹고 똑같이 움직이는 30대 혹은 40대는 살이 찔 수밖에 없다는 것이다. 하지만 이를 달리 말하면 덜 먹고 부지런히 움직이면 20대 때의 체중을 유지할 수 있다는 의미이기도 하다. 물론 여기에는 많은 노력이 필요하다. 신진대사는 30대부터..."
"우리나라 10명 중 5명 "생성형 AI 신뢰도 '보통'…개인정보 침해 우려"","https://www.mediapen.com/news/view/884981","미디어펜","10대는 49%, 20대는 46%, 30대는 37%, 40대는 42%, 50대는 36%였다. 응답자들이 가장 많이 이용한 서비스는 텍스트 생성(23%)이었다. 뒤이어 이미지 생성(18... 소비자 주목도는 아직 높지 않지만 다양한 시도가 계속되고 있어 우수 사례들은 더 많아질 것으로 전망된다. 가장 인기 있는 생성형 AI 챗봇 서비스는..."
"생성형 AI 광고시장, 10년 뒤 250조 수준 전망","https://www.newsway.co.kr/news/view?ud=2023123010004647817","뉴스웨이","대한 소비자 인식 조사' 리포트에서 생성형 AI 광고시장이 매년 연평균 125%의 급성장세가 이어질 것이라며 이 같은 추산 결과를 제시했다. 만 15~59세 남녀 1천 명을 대상으로 온라인 설문한 결과 10명 중 4명은 이미 생성형 AI를 이용해본 경험이 있는 것으로 나타났다고 밝혔다. 10~20대의 경우 타..."
"[김순덕의 도발]30년 전 ‘신세대’였던 그대에게, 안녕들 하신거죠?","https://www.donga.com/news/Opinion/article/all/20231229/122826253/1","동아일보언론사 선정","● 나는 소비한다, 고로 나는 존재한다 왜 30년 전 ‘신세대’였을까. 93년 신군부 전두환-노태우 시대를 종식시키고 김영삼 대통령의 ‘문민정부’가 71... 제일기획부설 마케팅연구소의 여론조사결과 60%이상의 20대 젊은이들이 아예 정치는 자신의 관심사가 아니라고 했다. 젊은 세대라고 다 미래를 상징하는..."
""생성형 AI 광고시장, 2032년 250조 수준 전망"","https://www.getnews.co.kr/news/articleView.html?idxno=655052","글로벌경제","대한 소비자 인식 조사' 리포트에서 생성형 AI 광고시장이 매년 연평균 125%의 급성장세가 이어질 것이라며 이 같은 추산 결과를 제시했다. 메조미디어는 또 만 15~59세 남녀 1000명을 대상으로 온라인 설문한 결과 10명 중 4명은 이미 생성형 AI를 이용해본 경험이 있는 것으로 나타났다고 밝혔다. 10~20대의..."
"1조,2조,3조···불붙은 백화점 자존심 대결","http://www.enewstoday.co.kr/news/articleView.html?idxno=2073969","이뉴스투데이","주요 소비층도 눈여겨볼 만하다. 30대 이하가 구매객의 40%에 달하고, 특히 20대가 10%를 차지하며 '잠재 고객'에서 '주요 고객'으로 자리매김한 것이 눈에 띈다. 올해 신규 고객 매출의 절반은 20~30대가 차지했다. 강남점이 이처럼 2030 세대로 고객층 확장에 성공한 것은 스트리트 패션과 신진 디자이너..."
"우리나라 10명 중 4명 "생성형 AI 써봤다"","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202312300019&t=NN","한국경제TV","30일 CJ ENM 자회사이자 디지털 마케팅 기업인 메조미디어는 '생성형 AI에 대한 소비자 인식 조사' 리포트에서 만 15~59세 남녀 1천 명을 대상으로... 생성형 AI를 이용해본 비율은 젊은 연령대들이 높아 10대는 49%, 20대는 46%, 30대는 37%, 40대는 42%, 50대는 36%로 나타났다. 또 AI 챗봇 이용 빈도는 42%가 1주일에..."
"[2023 뉴시스 선정 경기남부 10대 뉴스]분도 추진부터 수원삼성 강등까...","http://www.newsis.com/view/?id=NISX20231222_0002568695&cID=14001&pID=14000","뉴시스","최원종에 의해 숨진 희생자 가운데 한 명인 20대 여성은 미대생으로 부모의 경제적 부담을 덜기 위해 미술학원에 아르바이트를 하러 갔다가 이같은... 이들이 챙긴 보증금은 남편 정씨가 게임 아이템 구매 등 개인적인 용도로 소비한 것으로 파악다. 그는 국내 한 게임 계정에서 캐릭터 93개를 보유하며 아이템..."
"59년 돼지띠 남성이라면... 국민연금 최고액 수령입니다","https://www.chosun.com/economy/money/2023/12/30/OYMYEDEXZRESXJ2YKSOYAI4KHU/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news","조선일보언론사 선정","작년 소비자 물가 상승률이 반영되면서 올해 국민연금이 5.1% 증액됐기 때문이다. 내년에도 고물가로 인해 연금액이 늘어나게 되는데, 정확한 수치는... 김동엽 미래에셋 투자와연금센터 상무는 “국민연금을 많이 받으려면 가입 기간이 길어야 하는데, 59년 돼지띠들은 20대 후반에 국민연금 제도가..."
""군인들 덕에 먹고 삽니다" 장송곡 틀던 그 임실의 반전 [르포]","https://www.joongang.co.kr/article/25218666","중앙일보언론사 선정","20대 남성 10여 명이 게임에 열중하고 있었다. 그러나 입구 쪽 이른바 '로얄석' 16석은 텅 비어 있었다. '임실 토박이'라는 사장 오모(55)씨는 "35사단... 장병과 군인 가족 소비 지출 등으로 연간 600억원 경제 효과를 낸다고 35사단은 전했다. 35사단 공보정훈부 신민수 중위는 "그간 타지에서 공급받은 주·부식..."
""생성형 AI 광고시장, 2032년 250조 수준 전망"","https://www.yna.co.kr/view/AKR20231226131900017?input=1195m","연합뉴스","대한 소비자 인식 조사' 리포트에서 생성형 AI 광고시장이 매년 연평균 125%의 급성장세가 이어질 것이라며 이 같은 추산 결과를 제시했다. 메조미디어는 또 만 15~59세 남녀 1천 명을 대상으로 온라인 설문한 결과 10명 중 4명은 이미 생성형 AI를 이용해본 경험이 있는 것으로 나타났다고 밝혔다. 10~20대의..."
"“함께하는 연말”…중년부터 MZ세대까지 물품 기부가게 인기","https://www.kyeonggi.com/article/20231228580263","경기일보언론사 선정","전문가들, "환경문제에 관심많은 MZ세대 가치소비 문화 반영" 수원특례시 장안구의 굿윌스토어 밀알수원북문점. 남성코트와 여성 코트 등 의류부터 식품... 이현지씨(20대)는 “평소 리사이클링(재활용)에 관심이 많았는데 ‘자원순환’이라는 문구를 보고 궁금해서 들어왔다”며 “자원순환이나 재활용에..."
"천재, 조선을 구하다[일타쌍피 스토리노믹스]","https://www.khan.co.kr/economy/economy-general/article/202312280802001","경향신문언론사 선정","그런데 이야기만 소비하기에는 뭔가 부족함을 느낄 때가 없던가요? 이야기 속에 숨어있는 다양한 경제적, 사회적 읽을거리가 더해진다면 훨씬 더 재밌을... 파레토법칙은 상위 20%가 전체 생산의 80%를 해낸다는 것으로 이른바 ‘20대 80의 법칙’이라고도 한다. 이탈리아 경제학자인 빌프레도 파레토는 어느날..."
"선한 영향력 전파하는 은행권… 구직자에 꿈 실어주고 소외계층 품는다","http://moneys.mt.co.kr/news/mwView.php?no=2023122915475889743","머니S언론사 선정","지난해 11월 취업자 수는 2869만8000명으로 1년 전보다 27만7000명 늘었지만 20대 취업자는 지난해 11월부터 1년1개월째, 40대는 지난해 7월부터 1년5개월째... KB국민은행은 민원 및 보이스피싱 관련 업무 체계를 전면 개편하고 민원 통합플랫폼인 '소비자지원시스템'을 2023년 12월 신설했다. 이 시스템은 민원 및..."
"[광화문·뷰] ‘나의 아저씨’를 이렇게 보낼 순 없다","https://www.chosun.com/opinion/column/2023/12/30/ROOT7BX4DNG2RFNDAL3VX2ZWKI/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news","조선일보","아니, 망신주기식 수사로 일관한 경찰과 조회수에 눈먼 유튜브·SNS·일부 언론, 이를 가학적으로 소비한 대중이 그의 내력을 빼앗았다는 게 더 정직한... 2017년 10만명당 16.4명이던 20대 자살률은 2021년 23.5명으로 늘어났다. 통계청은 더 무서운 수치를 알려준다. 지난해 한국 10대, 20대, 30대의 사망 원인 1위가..."
"[송년기획] 의원 입법 가결률 21대 중 최저… 총선 앞 의원들 마음은 콩...","https://www.newscj.com/news/articleView.html?idxno=3095241","천지일보","의원 입법 발의 경우 15대 국회 806건, 16대 국회 1651건, 17대 국회 5728건, 18대 국회 1만 1191건, 19대 국회 1만 5444건, 20대 국회 2만 1594건 등으로 점점... 또한 총선이 다가오면서 의원들은 자신의 지역구에서 주로 시간을 소비하는 모습이 보이며 본회의에 참석하는 대신 총선에 출마할 지역에서..."
"[숨] 1990년대 문화적 정서: ‘즐거움’과 ‘친절함’","https://www.khan.co.kr/opinion/column/article/202312291950015","경향신문","| 채석진 조선대 신문방송학과 조교수 많은 사람들에게 20대는 힘들다. 부족한 자원으로 무언가를 만들어내야 해서다. 이는 수많은 실험을 통해... 1990년대 당시 이러한 현상은 한국 사회의 진보와 발전을 상징하는 것으로 재현되기도 했지만, 대체로 버릇없는 소비지상주의 젊은이들로 비난받았다. 지금의..."
"국가별 증시 성적…美·러시아 44%↑","https://www.hankyung.com/article/2023122912311","한국경제","폴란드 바르샤바 증권거래소의 시총 상위 20대 기업으로 구성된 WIG20지수는 31.49% 올랐다. 시장에선 헝가리와 폴란드가 유럽연합(EU)과 미국의 보조금... 87%, 상하이종합지수는 3.94% 내렸다. 부동산 위기를 비롯해 소비 둔화, 치솟는 청년 실업률 등 악재가 겹치며 불황에 빠졌다는 평가다."
"'1600만 시대' 눈앞에 둔 알뜰폰…성장세 이어간다","http://www.inews24.com/view/1670913","아이뉴스24언론사 선정","실제 시장조사기관 컨슈머인사이트에 따르면 지난해 말 기준 알뜰폰 이용자 수의 49%는 20대와 30대가 차지하고 있다. 알뜰폰 업계의 오랜 숙원이었던... 인식하는 소비자가 많다"면서 "저가 요금 출시 시 타격이 우려되는 것은 사실"이라고 했다. 중소사업자 입장에서는 금융권의 알뜰폰 진출 움직임도..."
"AI 열풍에 미국 증시 성적 세계 '최고'…악재 겹친 '루저'는?","https://www.hankyung.com/article/202312290413i","한국경제언론사 선정","부동산 위기와 소비 둔화 등 악재가 겹치며 주식 시장이 위축된 탓이다. 올 초부터 지난 28일(현지시간)까지 미국의 나스닥지수 상승률은 44.22%를... 폴란드 바르샤바 증권거래소의 시총 상위 20대 기업으로 구성된 WIG20 지수는 31.49% 올랐다. 시장에선 헝가리와 폴란드가 유럽연합(EU)과 미국의 보조금..."
"중·미 전략경쟁의 역사 갈림길에 술 취한 조타수","http://www.tongilnews.com/news/articleView.html?idxno=209740","통일뉴스","또한 영국의 더뱅커 선정 2023년 발표 세계 20대 은행에서 중국과 미국은 각 10개와 5개가 선정됐고, 중국은 1-4위, 미국은 5-8위를 차지했다. 또한 트럼프... 세계 최고소비시장(4억 중산층), 최대 인적자원(2.2억), 막강한 실물경제, 제조업 초강국, 세계화로 구축된 세계적 공급망 핵심(유엔분류 전 산업분야..."
"[커머스BN] 월 거래 50억원, 술 주문 ‘데일리샷’은 어떻게 흥행했나","https://byline.network/?p=9004111222523125","바이라인네트워크","소비자가 앱에서 주류를 사고 픽업 매장을 고르면 그리로 주류가 배송된다. 픽업이 가능한 매장은 현재 전국 2500여곳이 있다. 집으로 직접 배송해주면... 그런데 요즘에 20대 사이에서 위스키 사진을 인스타그램 등에 올리는 게 유행이지 않나? 덕도 봤을 것 같은데 그렇다. 데일리샷이 스마트 오더를 시작할..."
"[르포] LG전자, 그라운드220 "눈치보지 말고 경험하고 그램"","https://www.pinpointnews.co.kr/news/articleView.html?idxno=235196","핀포인트뉴스","LG전자 '브리즈'는 수면 관리 솔루션으로 스트레스나 불편에 시달리는 소비자를 위해 개발됐다. 기자는 웹 앱에서 추천하는 체험 코스에 따라 LG전자... 수원에서 거주하는 20대 A씨는 "내향적인 성격 탓에 일반 판매점의 경우 따라다니는 직원 때문에 불편했는데 그라운드는 대여만 받으면 방해 받지 않고..."
"[뉴스현장] 이선균 사망에 피의사실 공표죄 또다시 수면 위","http://www.yonhapnewstv.co.kr/MYH20231229010100641/?input=1825m","연합뉴스TV언론사 선정","무차별적으로 유통·소비되는 환경을 고려해 이를 개선해야 한다는 지적도 나오고 있어요? <질문 4> 하지만 통상적으로 피의사실 공표는 사안이 중대한... <질문 5> 한편, 서울 강남 유흥업소 실장과 함께 고 이선균 씨를 협박해 5000만원을 빼앗은 혐의를 받는 20대 여성 A씨가 결국 구속됐습니다. A씨는 어제..."
"삼양·하림 웃고, 매일·해태 울고…20대 식품사 시총 '극과 극'","https://www.kpinews.kr/newsView/1065585254941343","KPI뉴스","잔뜩 움츠러든 소비와 정부의 밥상물가 안정 기조로 어려운 상황이었으나 몇몇 업체들은 수출 확대, 이른 더위 등 호재를 등에 업고 주가 방어에... 지난해 10월엔 평택시 SPL 제빵공장, 지난 8월에는 샤니 제빵공장에서 끼임사고가 발생해 20대와 50대 노동자가 사망했다. 하이트진로(-7.8%), 오리온..."
"[KIDP 울산] 옛간·굽스디자인 “전통에 개성 더한 곡물 식품 함께 만든...","https://www.donga.com/news/It/article/all/20231229/122825422/1","동아일보","옛간 단기만성, 신구 이미지 조화와 새 소비자로의 접근 과제로 박민 대표 : 옛간이 구상한 신제품은 10대~20대 소비자를 위한 ‘한 끼 식사 대용 곡물 파우치’입니다. 젊은 소비자들은 간편하게 먹는, 영양가가 높고 맛도 좋은 휴대식을 선호해요. 이런 상품으로 선식과 미숫가루가 인기를 모았는데, 옛간의 곡물..."
"KCGI운용 "연금저축펀드 중 채권형 선호도 가장 낮아"","https://news.einfomax.co.kr/news/articleView.html?idxno=4293120","연합인포맥스","연령대별로는 20대 2%·30대 15%·40대 48%·50대 36%·60대 이상 9%였다. 조사 결과 노후준비가 부족한 가장 큰 원인으로 노후준비에 대한 인식 부족과 준비방법을 모른다는 점이 꼽혔다. KCGI운용 관계자는 "은퇴 준비는 하루라도 빨리 시작하는 게 좋고 소비를 줄이는 라이프스타일의 변화가 필요하다"고..."
"[이커머스 소식] 컬리 '새해맞이 식단 관리' 기획전 外 티몬, 인터파크...","https://www.newscj.com/news/articleView.html?idxno=3095235","천지일보","후원자 연령대로는 40대가 48%로 가장 높았고 30대(20%), 50대(15%), 20대(3%), 60대(2%) 순으로 뒤이었다. 금액대별로 살펴보면 최소 선택 금액인 2000원 기부... 아이허브는 이 같은 인기의 배경으로 한국 소비자들의 유산균에 대한 높은 선호도 및 제품 성분을 꼼꼼하게 확인하고 분석하는 스마트한 소비성향을..."
"[빅픽처] 배우 이선균이 남긴 '인생작'들…24년의 연기 발자취","https://ent.sbs.co.kr/news/article.do?article_id=E10010282035&plink=ORI&cooper=NAVER","SBS연예뉴스","그러나 그가 남긴 창작물을 어떤 식으로든 소비했기에 단순히 '남의 일'로 만 여겨지지 않는다. 지난 24년간 TV와 영화를 통해 대중의 폭넓은 신뢰와... 10~20대 시청자들의 열광적인 지지를 받았던 '커피프린스 1호점'이다. 2005년 '베스트극장 - 태릉선수촌'으로 인연을 맺은 이윤정 PD가 메가폰을 받은 작품으로..."
"21대 국회 금융법안 의결률 '반토막'","https://www.kbanker.co.kr/news/articleView.html?idxno=212466","대한금융신문","이는 지난 20대 국회(2016년~2020년) 대비 절반 수준이다. 20대 국회에서는 364개의 금융 관련 발의 법안 중 45개가 통과, 의결률은 12.36%였다. 다만 20대... 그러나 법률소비자연맹이 지난 2020년 5월부터 올해 5월까지 실시한 국회의원 입법 실태 조사에 따르면, 이 기간 열린 정보위원회를 제외한 16개..."
"[큐레이팅레터] '인류 구원할 우리가 무조건 옳다'.. 실밸의 효율적 이...","https://www.chosun.com/economy/smb-venture/2023/12/29/IVXPBYCYRVBUZOLSFYFQMSQCTQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news","조선일보","대구든, 광주든, 제주든 서울과 비교하면 ‘관광지’이거나 ‘소비도시’에 불과합니다. 네이버의 온라인 쇼핑플랫폼인 스마트스토어의 통계에 주목하는 이유입니다. 연령대별 신규 판매자의 거주지를 분석했더니, 젊은 판매자들이 꽤 많이 비수도권에 살고 있다는 겁니다. 20대의 비수도권 거주자..."
"유재성, 광명갑 국회의원 출마선언 "기본사회 보장할 것"","https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002989284&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news","오마이뉴스","ⓒ 서창식 유 대표는 이날, 첫 번째 공약으로 광명시의 미래 도시 개발, 미래 먹거리, 일자리 창출, 인구 유입, 지역 소비의 선순환 구조 확립에 대한... 유 대표는 고려대 행정학 학사와 정치학 석사 출신으로 현재 사단법인 기본사회 경기공동대표와 광명본부 상임대표를 맡고 있으며, 지난 20대 대선에서 이재명..."
