Title,Link,Press,Description
"[신년사] 허태정 대전시장 "내년 지역 경제 회복, 균형 발전 총력"","http://www.goodmorningcc.com/news/articleView.html?idxno=262487","굿모닝충청","금년 한해는 국제적으로는 포스트 코로나의 영향과 국내적으로는 제20대 대통령 선거라는 큰 정치적인 일정의 결과물로 사회 전 분야에 걸쳐'패러다임... 경기 침체 장기화에 따른 소비 위축, 고용 악화 등 반복되는 악순환의 고리를 끊어내고, 지역경제를 회복하여 '따뜻한 경제 도시 대전'을 만들고자 합니다...."
"귀한 몸 된 위스키… '홈술' 확산에 품절 러시","https://biz.newdaily.co.kr/site/data/html/2021/12/31/2021123100065.html","뉴데일리","뉴데일리 조현우 기자 = 20대 A씨는 여행에서 돌아오는 길에 제주공항 내 면세점에 들렀다. 가족들에게 선물하기 위한 위스키를 구매하기 위해서였다.... 신종 코로나 바이러스 감염증(코로나19)으로 홈술 문화가 확산되면서 가정용 위스키 소비가 급증하고 있다. 여기에 코로나19로 인한 글로벌 물류 대란으로..."
"[대선정책②-자본시장]"1천만 '개미' 잡아라"…윤·이 공약 경쟁","http://www.mediapen.com/news/view/690120","미디어펜","제20대 대한민국 대통령 선거가 내년 3월9일 치뤄진다. 코로나바이러스감염증(코로나19)으로 글로벌 환경은 급변하고 있다. 정치 경제 사회 문화적으로... 그는 또 '소확행 공약시리즈'의 일환으로, '제2의 머지포인트 사태' 예방을 위한 금융소비자 보호 공약을 발표, 미등록 전자금융업체 처벌 강화, 이용자예탁금..."
"20·30대 없었으면 발란·트렌비·머스트잇 어쩔 뻔했을까","https://economist.co.kr/2021/12/31/industry/distribution/20211231120005403.html","이코노미스트","20대(41%)〉30대(25%)〉10대(17%)〉40대(13%)〉50대 이상(4%) 순으로 나타났다. 고가품 전문 쇼핑 플랫폼의 증가를 자극한 주 요인들로 유통업계는 ▶코로나 사태 장기화에 따른 보복 소비 ▶비대면 소비심리의 증대 ▶자기 행복을 위해 돈을 아끼지 않는 미코노미(Me+Economy) 현상 등을 꼽고 있다. 김일신 TDI..."
"[신년사] 김석환 홍성군수 "균형발전 중심도시 도약"","http://www.goodmorningcc.com/news/articleView.html?idxno=262466","굿모닝충청","김 군수는 2022년 신년사를 통해 "2022년은 20대 대통령선거와 8회 지방선거가 있는 시기"라며 이같이 강조했다. 김 군수는 그러면서 "2022년 군정 운영 방향은... 대내적으로는 소비와 투자의 양극화에 따른 소상공인과 민생경제의 어려움이 지속되고 있으며 저출산ㆍ고령화, 원자재 공급망 대란, 물가관리..."
"[신년사] 손경식 경총회장 "과감한 규제혁신 통해 '기업하기 좋은 환경...","http://www.4th.kr/news/articleView.html?idxno=2011311","포쓰저널","그러나 기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황이기도 합니다.... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는'자유로운 경제활동과 기업가정신이 존중받는 환경'이 조성되도록..."
"'국민가수', 끝나도 절대 끝난 게 아니야","https://www.ize.co.kr/news/articleView.html?idxno=50952","아이즈 ize","최근 2∼3년 사이 트로트 열풍이 불며 젊은층도 상당수 유입됐으나 여전히 중장년층 소비가 높고, 이들이 TV조선의 시청률을 지탱하는 팬층이 됐다. 그런... 박창근을 제외하면 대다수는 20대 초반∼30대 초반에 몰려 있다. 이에 발맞춰 '국민가수'를 응원하는 시청자층도 앞선 트로트 시리즈에 비해 대폭..."
"대기업 이기는 발상의 전환... '쇼케이스' 기반 골프웨어 플랫폼 '베이비...","https://hankookilbo.com/News/Read/A2021123015490005348?did=NA","한국일보","실내, 단체운동의 수요가 급감하고 반대로 야외 스포츠나 개인 운동을 즐기는 소비자들이 늘어나면서 골프웨어가 유례없는 호황을 누리고 있다.... 최근 몇 년 사이 MZ 세대의 골프에 대한 관심이 많이 높아졌기 때문에 코로나 상황이 나아진다면 대학교 골프 연합이나 20대 골프 커뮤니티 친구들과 함께 온..."
"[신년사] 허태정 대전시장 "내년 완전한 지역경제 회복 이루겠다"","http://www.newspim.com/news/view/20211231000302","뉴스핌","금년 한해는 국제적으로는 포스트 코로나의 영향과 국내적으로는 제20대 대통령 선거라는 큰 정치적인 일정의 결과물로 사회 전 분야에 걸쳐'패러다임... 경기 침체 장기화에 따른 소비 위축, 고용 악화 등 반복되는 악순환의 고리를 끊어내고, 지역경제를 회복하여 '따뜻한 경제 도시 대전'을 만들고자 합니다...."
"수입 밀어낸 수제맥주…온라인 탄 전통주 술술","https://view.asiae.co.kr/article/2021123109264810473","아시아경제","젊은층은 기존 국내 맥주가 라거 중심으로 다양성이 부족해 흑맥주와 IPA 등 다양한 맛과 브랜드가 존재하는 수입맥주에 대한 소비가 높았다. 여기에... 20대와 30대는 각각 63%, 78% 증가하며 50대(60%), 60대(46%)보다 높은 증가율을 보였다. 40대는 지난해보다 2배가량 전통주를 많이 구매했다. 전통주 전체..."
"[Who Is ?] 문재인 대통령","https://www.businesspost.co.kr/BP?command=article_view&num=266670","비즈니스포스트","과감한 소비 진작책과 내수 부양책을 준비하겠다. 선제적 기업투자를 적극 지원하고 특히 수출에서 역대 최대 실적을 목표로 모든 지원을 아끼지... 이 정무수석은 제20대 국회의원과 두문정치전략연구소장, 민주연구원 부원장을 역임했다. 강민석 청와대 대변인은 "이 신임 정무수석은 정치·사회에 관한..."
"위드코로나發 '보복소비'…유통家 11월 매출 9.6%↑ㆍ'해외직구' 역대 최...","http://www.ezyeconomy.com/news/articleView.html?idxno=115486","이지경제","코로나19발 보복소비 경향으로 지난달 특히 백화점 매출이 20% 가까이 뛴 것으로 나타났다. 반면 외식이 늘자 식품 판매가 줄어 대형마트 매출은 약... 해외직구 건수를 연령별로 보면 40대가 전체의 32.3%를 차지했고 이어 30대(30.5%), 50대(15.6%), 20대(14.7%), 60대 이상(6.2%), 10대 이하(0.8%) 순이었다...."
"2022 ‘무역 안보 원년’ 될까… 공급망 안정 최우선","http://www.weeklytrade.co.kr/news/view.html?section=1&category=3&item=&no=78046","한국무역신문","보호무역 조치가 동맹국까지 향하는 것이 안보 측면에서 역효과를 불러일으키고 관세가 오히려 미국 소비자들과 수입업자들에게 부담이 된다는... 회의에서는 글로벌 공급망 리스크 과다 품목을 점검하고 요소를 비롯해 20대 우선 관리품목의 수급 안정화 방안을 논의했다. 그 핵심으로는 ▷국내 생산설비..."
"스페이스클라우드, 누적 거래 예약 300만건 달성","http://www.edaily.co.kr/news/newspath.asp?newsid=01558006629284096","이데일리","스페이스클라우드를 주로 사용하는 소비자 층은 10·20대 MZ세대이지만 최근에는 30·40대 직장인들 대상으로 유저층을 빠르게 확장시켰다. 코로나로 재택 공간에 맞는 공유 오피스를 찾거나 화상회의 시설, 소규모 워크숍 니즈를 연결하여 대여 수요가 큰 폭으로 늘었다는 설명이다. 누적 300만건을..."
"스페이스클라우드, 누적 거래 예약 300만건 달성","http://www.e2news.com/news/articleView.html?idxno=238633","이투뉴스","스페이스클라우드를 주로 사용하는 소비자 층은 10•20대 MZ세대이지만 최근에는 30•40대 직장인들 대상으로 유저층을 빠르게 확장시켰다. 코로나로 재택 공간에 맞는 공유 오피스를 찾거나 화상회의 시설, 소규모 워크숍 니즈를 연결하여 대여 수요가 큰 폭으로 늘었다는 설명이다. 지난 11월 개최된 글로벌..."
"공간공유 플랫폼 스페이스클라우드 누적 거래 예약 300만건 달성","https://www.itbiznews.com/news/articleView.html?idxno=60233","IT비즈뉴스","스페이스클라우드를 주로 사용하는 소비자 층은 10·20대 MZ세대이지만 최근에는 30·40대 직장인들 대상으로 유저층을 확장시켰다. 코로나로 재택 공간에 맞는 공유 오피스를 찾거나 화상회의 시설, 소규모 워크숍 니즈를 연결하여 대여 수요가 큰 폭으로 늘었다는 설명이다. 지난 11월 개최된 글로벌 스타트업..."
"공간공유 플랫폼 ‘스페이스클라우드’, 누적 거래 예약 300만건…올해...","https://platum.kr/archives/178243","플래텀","스페이스클라우드를 주로 사용하는 소비자 층은 10·20대 MZ세대이지만 최근에는 30·40대 직장인들 대상으로 유저층이 확장됐다. 코로나로 재택 공간에 맞는 공유 오피스를 찾거나 화상회의 시설, 소규모 워크숍 니즈를 연결하여 대여 수요가 큰 폭으로 늘었다. 누적 300만건을 달성하기까지 성장세도..."
"스페이스클라우드, 누적 거래 예약 300만건 달성… "전년 대비 30% 증가"","http://www.discoverynews.kr/news/articleView.html?idxno=716473","디스커버리뉴스","스페이스클라우드를 주로 사용하는 소비자 층은 10·20대 MZ세대이지만 최근에는 30·40대 직장인들 대상으로 유저층을 확장시켰다. 코로나로 재택 공간에 맞는 공유 오피스를 찾거나 화상회의 시설, 소규모 워크숍 니즈를 연결하여 대여 수요가 큰 폭으로 늘었다. 프롭테크 업계에서는 스페이스클라우드가 공간..."
"[아듀2021] 코로나ㆍ대선ㆍ가상화폐… 2022년 주목할 키워드 5가지","http://www.pressm.kr/news/articleView.html?idxno=53359","프레스맨","소비 회복을 위해 신용카드 사용금액을 5% 늘리면 최대 100만원을 추가로 소득공제 하고 전통시장 활성화를 위해 최대 20%까지 소득공제를 추가로... ◇ 3월 9일 제 20대 대통령선거… 이재명 vs 윤석열 승자는? 2022년 3월 9일엔 제20대 대통령선거가 열린다. 현재 더불어민주당의 이재명 후보와 국민의힘 윤석열..."
"2021년 소비자 인기검색 1위는 ‘오징어게임’","http://www.segye.com/content/html/2021/12/30/20211230512902.html?OutUrl=naver","세계일보","올해 소비자들이 가장 많이 검색한 1위 키워드는 ‘오징어게임’인 것으로 나타났다. 이는 30일 이커머스 분석 플랫폼 아이템스카우트가... 연령대별로는 30대(31.9%)가 가장 높고 40대(30.7%), 20대(15.3%), 10대(14.9%) 순으로 비교적 고른 관심을 보였다. 이름도 생소했던 요소수는 10월부터 인기 검색어..."
"[오!머니] 돈 빌리기 어려워진다고? 새해 금융제도 어떻게 달라지나","http://moneys.mt.co.kr/news/mwView.php?no=2021123016018022519","머니S언론사 선정","마지막 20대를 보내고 있는 직장인 이모(29)씨는 최근 고민거리가 늘었다. 내년엔 부모님과 같이 사는 집에서 나와 회사 주변에 작은 원룸이라도 마련해... 금융소비자 보호 정책도 지속한다. 신용상태가 개선된 소비자는 누구든 금리인하를 신청할 수 있도록 신청요건을 확대한다. 대상 차주에게 매년 2회씩..."
"남궁민, 2년 연속 연기대상…'옷소매', 8관왕 최다 수상 (MBC)","http://www.dispatch.co.kr/2180883","디스패치","때문에 기술적으로 많은 시간이 소비됐다. 남궁민은 “촬영 중반쯤 되니 시간이 부족해 아쉬움도 있었다”며 “그럼에도 배우들과 스태프 덕에 잘... 김지은은 “마지막 20대를 의미 있게 남기게 됐다. 이 기회를 발판 삼아 더 열심히 하겠다”며 “'검은 태양'을 준비하면서 선배님들께 도움을 많이 받았다...."
"“♥︎진아름 사랑해” 남궁민, 대상 영예 ‘눈물’..올해의 드라마=‘...","http://www.osen.co.kr/article/G1111729179","OSEN","촬영할 때 기술적인 측면에서 많은 시간이 소비됐다. 많은 전문가들이 함께해주셨다. 중반이 지나서는 우리에게 시간이 조금 더 있었으면 어떨까 하는... 김지은은 “의미있는 상을주셔서 감사드리고 올 한 해 정말 특별한 한 해였는데 첫 주연에 첫 시상식에 첫 수상까지 마지막 20대를 의미있게 남겨주셔서..."
"메타버스 플랫폼 ‘제페토’에 ‘GS25 맛있성(Castle)’ 오픈","http://moneys.mt.co.kr/news/mwView.php?no=2021122000518068463","머니S","유통 외식업계가 소비자들과 가상공간에서 만나기 위한 다양한 활동을 진행하고 있다. 메타버스 플랫폼 제페토에서 왕국을 모티브로 한 GS25... GS25는 10~20대를 중심으로 제페토 이용 및 인기가 증가하는 추세에 맞춰 △MZ세대와의 소통 강화 △고객 차별화 체험 제공 △신규 마케팅 창구 역할 △브랜드..."
"[데스크광장] 팍팍한 삶 속 새해에 거는 희망","http://www.daejonilbo.com/news/newsitem.asp?pk_no=1500767","대전일보","전두환, 노태우 두 전직 대통령이 한 달 사이에 나란히 세상을 떠났고, 이재명과 윤석열 등 20대 대선 후보가 정해졌지만, 판세는 오리무중이다. LH... 서민 가계에 직접적인 영향을 주는 생활필수품과 개인서비스요금이 줄줄이 오르며 소비자들의 부담을 가중시켰다. 상반기까지만 하더라도 달걀 등..."
"“각 언론 선정 ‘2021 10대 뉴스’, 나열만 하지 말고…”","https://www.christiantoday.co.kr/news/344752","크리스천투데이","다섯 번째는 이재명, 윤석열 두 사람이 내년도에 치러지는 제20대 대통령 후보에 국회의원 ‘0’선으로, 각각 유력한 여·야당의 후보로 결정된 사건이다.... 이 여파로 세계 각국은 소비자 물가의 상승이 이뤄졌고, 한국도 10년 만에 가장 높게 소비자 물가가 올라가는 것을 경험하였다. 여덟 번째는 수능 역사상..."
"국제안보환경 변화와 한국의 안보","http://www.fnnews.com/news/202112301335330374","파이낸셜뉴스","이 표는 한국이 중국에 수출하는 20대 항목, 주요 20개 수출 항목을 제시하고 있다. 과거 2010년만 해도 2016년 사드보복이 있었던 직전 2015년 20개 항목에서 IT와 관련된 첨단산업 그것이 차지하는 분포도가 넓었다 그런데 사드보복 이후엔 일반적인 소비제품을 중국에 수출하는 것은 확 줄었다. 그러면서 2020년대엔..."
"[ET] ‘불멍’ 가고 ‘풀멍’ 뜬다…이것 모르고 새해 맞았다간","https://news.kbs.co.kr/news/view.do?ncd=5361044&ref=A","KBS","[앵커] 더 이상 신상에 목말라하지 않는 어떤 소비자들의 심리를 간파한 걸로 보이는데 개인들 사이에서 나타날 새로운 트렌드 이런 거는 어떤 걸 보고 계신가요? [답변] 요즘 트렌드에 민감한 20대, 30대 여성들 사이에서 비누로 머리 감는 거 아시나요? [앵커] 비누로 머리 감으면 굉장히 뻣뻣해질 텐데요, 머리가...."
"[반값 통신비 대란] LTE 초과이익 18조 논란…현실성은?","http://www.sisaon.co.kr/news/articleView.html?idxno=135002","시사오늘","최근 코로나19로 인해 비대면 통신 서비스의 중요성이 확대된 상황에서, 60여일 앞으로 다가온 제20대 대선에서 LTE 반값통신비 공약이 쟁점으로 등장할 수 있다는 분석이다. 참여연대 측은 통신 관련 소비자·시민단체들과 이를 위해 연대하겠다는 방침이다."
"[2022 신년사] 손경식 경총 회장 "대선 후보들, 기업하기 좋은 환경 만들...","http://www.newslock.co.kr/news/articleView.html?idxno=51730","뉴스락","그러나 기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황이기도 합니다.... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는'자유로운 경제활동과 기업가정신이 존중받는 환경'이 조성되도록..."
"코로나 한파 겪은 제주 통합의 봄 시대로","http://www.jemin.com/news/articleView.html?idxno=729729","제민일보","연말 새로운 변이 바이러스인 '오미크론' 감염자까지 제주지역에서 발생하면서 살아날 조짐을 보였던 소비심리가 다시 위축됐고, 강도 높은 사회적... 제20대 대통령 선거와 제8회 전국동시지방선거가 열리는 '검은 호랑이의 해'인 2022년 임인년(壬寅年) 출발과 함께 행정과 제주도의회, 정치권과 도민이..."
"이모티콘 출시 10주년-이모티콘 생태계가 바꾼 세상","http://news.mk.co.kr/newsRead.php?no=1221776&year=2021","매일경제","가볍게 소비하는 콘텐츠라고 인식’하는 가운데, ‘주로 본인의 감정 및 상황을 표현하거나 텍스트를 대신해 대화를 이어가기 위하여 이모티콘을... 카카오의 경우 현재 창작자 및 이모티콘 산업 종사자 수는 약 1만 명에 이르고, 그중에서도 이모티콘 작가들의 연령대를 살펴보면 가장 많은 연령대는 20대..."
"세상의 중심으로, X세대의 귀환...‘엑스틴’이 돌아왔다","http://news.mk.co.kr/newsRead.php?no=1221778&year=2021","매일경제","▶X세대와 Z세대의 교집합 많은 미디어를 통해 인지했겠지만, 현 소비 시장에서 가장 중요한 세대는 1965~1979년 사이 태생으로 범주화되는 X세대다. 많게는 50대 초중반, 적게는 40대 초반에 이르는 사람들을 일컫는다. 앞서 말했듯 X세대는 경제적으로는 물론이고 특히 문화적으로 아주 풍요로운 10~20대 초반을..."
"[생활경제뉴스] 오리온, '초코파이情 해피베리쇼콜라' 출시 外","http://www.busan.com/view/busan/view.php?code=2021123013341964719","부산일보","오리온 자체 소비자 조사에서도 '다시 맛보고 싶은 제품 1위'로 꼽히는 등 계속되는 요청으로 재출시를 결정하게 됐다. 초코파이 해피베리쇼콜라는... 캐빈은 바닥이 투명한 크리스탈 캐빈 20대를 포함해 총 66대가 운영 중이며, 왕복까지 소요되는 시간은 약 30분이다. 이용시간은 오전 9시부터 오후 5시..."
"정부가 60억 투자한 상생매장 ‘소담상회’ 가보니... ‘온라인 구매 無...","https://biz.chosun.com/distribution/channel/2021/12/30/ZJ2NK2NHTJG23FI6BZSS4LTR5Q/?utm_source=naver&utm_medium=original&utm_campaign=biz","조선비즈언론사 선정","싶네요.” (20대 직장인 이소희씨) 30일 오후 1시쯤 서울 종로구 소담상회 인사동점. 인사동 쌈지길 별관에 위치한 이 곳은 중소벤처기업부와... 물건을 골라서 그 자리에서 구매하는 소비자는 2명가량 있었지만, QR코드 안내 종이를 집어 보거나 QR코드를 찍어보는 이는 없었다. 이날 처음으로 소담상회 입점을..."
"북유럽 사회의 시사점 <6> 네덜란드 경제의 심장 SER (사회경제위원회)","http://www.ifs.or.kr/bbs/board.php?bo_table=kimkwangdo&wr_id=658","ifspost","o 소비자주권, CSR 등 공통 이슈들에 대한 자기규제기능 o work council과 관련된 특정법의 집행 SER의 구성 33명의 위원(member)들로 구성됨. 이 가운데... 더구나 20대 대통령 선거를 90여일 앞둔 시점이어서 많은 참고가 될 것으로 보인다. 국가미래연구원 ifsPOST는 그런 취지에서 당시의 영상과..."
"[2022 신년사] 경총 손경식, 대선후보에 '친기업 정책' 요구","http://www.shinailbo.co.kr/news/articleView.html?idxno=1500119","신아일보","그러나 기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황이기도 합니다.... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는‘자유로운 경제활동과 기업가정신이 존중받는 환경’이..."
"[신년사] 허태정 대전광역시장","https://daily.hankooki.com/lpage/society/202112/dh20211230153630148500.htm?s_ref=nv","데일리한국","금년 한해는 국제적으로는 포스트 코로나의 영향과 국내적으로는 제20대 대통령 선거라는 큰 정치적인 일정의 결과물로 사회 전 분야에 걸쳐‘패러다임... 경기 침체 장기화에 따른 소비 위축, 고용 악화 등 반복되는 악순환의 고리를 끊어내고 지역경제를 회복하여 ‘따뜻한 경제 도시 대전’을 만들고자..."
"[전문]손경식 경총 회장 신년사","http://news.mt.co.kr/mtview.php?no=2021123008381726472","머니투데이","그러나 기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황이기도 합니다.... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는'자유로운 경제활동과 기업가정신이 존중받는 환경'이 조성되도록..."
"[열정! e경영인]자체 제작 프리미엄 원목 브랜드 '티크앤하우'","http://www.etnews.com/20211230000059","전자신문","또한 지방식품의약품안전청의 유해 물질 정밀검사도 진행하고 있어 안전성까지 입증돼 리빙, 음식, 인테리어 등에 관심 있는 20대에서 50대까지 여성... 또한 서울 논현동에 쇼룸을 마련해 사진으로는 확인이 어려운 품질의 차이를 소비자들이 직접 느낄 수 있도록 했다. 이 외에도 마케팅 관련 전문 업체와 협력해..."
"[내가 원하는 대통령은 ⑥] 농업 전면 친환경 전환을…건강한 사회 만들...","http://www.agrinet.co.kr/news/articleView.html?idxno=306052","한국농어민신문","" 제20대 대통령선거가 어느덧 두 달여 앞으로 다가오면서 농업 현장에도 대선에 대한 관심이 높아지고 있다. 친환경농업인들도 마찬가지.... 한 씨는 "내가 지금 하는 왕우렁이 농법은 친환경이지만 관행 농법보다 수월하고 각종 약값 절감 등 오히려 생산비도 덜 들어간다"면서 "그러면 소비시장에서..."
"[내가 원하는 대통령은 ⑦] 인구 유치 매몰된 귀농귀촌 정책…'진짜 실...","http://www.agrinet.co.kr/news/articleView.html?idxno=306066","한국농어민신문","왜 그럴까요?" 충남 청양군 목면에서 만난 윤상돈(45) 씨에게 제20대 대통령 선거가 있는 2022년은 귀농 10년차를 맞는 뜻깊은 해다. 2012년 귀농을 통해... 국내 소비의 70~80%를 차지할 정도로 커졌다. 차기 대통령이 밭작물 자급 및 생산 기반을 확대할 수 있도록 정책 목표를 세우고, 지자체의 지원 역량을..."
"20대 대선 : 농민의 선택 토론회ㅣ"농가살림 빈곤화…사람 없고, 농지 줄...","http://www.agrinet.co.kr/news/articleView.html?idxno=306062","한국농어민신문","한국농어민신문은 제20대 대선을 앞두고 지난 12월15일 본사 6층 회의실에서 '농업·농촌을 둘러싼 위기 진단과 농정의 방향'을 주제로 <20대 대선 : 농민의... 요소비료 수급불안 문제 등 현안이 계속 쏟아진다. 공익직불제 도입 당시 쌀 목표가격 폐지에 대한 우려가 높았지만, 정부는 적정한 가격유지를 위해..."
"[내가 원하는 대통령은 ⑤] 규제 위주 축산 정책 '낙제점' 할 일 제대로...","http://www.agrinet.co.kr/news/articleView.html?idxno=306053","한국농어민신문","이어 "이를 이미 독일 등 서유럽에서 보여주고 있다. 서유럽 축산업은 완전히 무너져 동유럽에서 수입하는 국가로 전락했다"며 "20대 대통령, 새 정부에선 생산자는 물론 소비자에게도 피해를 가는 이런 우를 범하지 않길 간절히 바라고, 또 당부한다"고 소망했다."
"[신년사 전문] 손경식 경총 회장","http://www.getnews.co.kr/news/articleView.html?idxno=566362","글로벌경제","그러나 기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황이기도 합니다.... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는'자유로운 경제활동과 기업가정신이 존중받는 환경'이 조성되도록..."
"[신년사] 손경식 경총 회장 "비호처럼 우리 경제 재도약 기원"","https://www.viva100.com/main/view.php?key=20211230010008907","브릿지경제","손 회장은 우선 “기업 규모·업종에 따라 경기 회복 속도가 큰 차이를 보이고 소비와 투자에서 뚜렷한 개선의 흐름을 보이지 못해 걱정스러운 상황”... 아시다시피 올해 3월에는 20대 대통령 선거가 예정되어 있습니다. 부디 대선후보들께서는‘자유로운 경제활동과 기업가정신이 존중받는 환경’이 조성되도록..."
